Sentence,Sentiment
Tryg started a new buyback programme of DKK 1 billion following the publication of the Q3 results.,neutral
This programme is set to end no later than 31 January 2024.,neutral
Tryg has paid a quarterly dividend for all quarters of DKK 1.85 amounting to DKK 7.40 for 2023.,neutral
The buyback programmes and increasing dividend illustrate TrygÕs strong commitment to shareholder remuneration.,positive
"Adapting products to climate change As of 2023, Tryg offers customers in Denmark, Norway and Sweden insurance to help them adapt to climate change.",neutral
"Specifically, house and property insurance have been EU Taxonomy-aligned to ensure that customers are covered for climate-related damage and are incentivised to take measures to prevent climate-related damage.",neutral
"Predicting risk is an important part of the business of insurance companies, and Tryg is making significant efforts to become even better at understanding and predicting future extreme climate and weather-related events for the benefit of society and Tryg's customers.",positive
Thanks to all employees 2023 has been a very busy year for Tryg employees.,neutral
It was a year with continued work on the integration of RSAÕs Scandinavia activities and a year where we helped many of our customers with claims stemming from weather-related events.,neutral
The Supervisory Board and the Executive Board would like to thank all employees for their great efforts.,neutral
We live in a time of global change and turbulence.,neutral
"In short succession, we have experienced a global pandemic, a breakdown in global supply chains, the Russian invasion of Ukraine, an energy crisis, accelerating inflation, a cost-of-living crisis and, most recently, regional conflict in the Middle East.",negative
All of these have combined to make the world and the economic outlook much more uncertain.,neutral
"At Danske Bank, our focus has been on helping our customers navigate these challenges and the uncertainty, and we have engaged with them closely to help them prepare financially for more uncertainty ahead.",negative
"As a bank that serves more than three million customers across the Nordic countries Ð from the young family seeking to buy their first home to the large corporate customer planning to expand to new markets Ð we have the insight and expertise to offer a quality of advice and service that is of high value to our customers, not least in uncertain times.",neutral
"Over the past year, geopolitical risks and how to address these risks have been a recurring topic in our discussions with corporate customers, and we have engaged with personal customers and business customers alike to discuss the impact of higher interest rates and higher inflation.",negative
"Despite the challenging macroeconomic and geopolitical environment, 2023 has been a year of significant strategic progress at Danske Bank.",positive
"With our legacy cases mostly behind us, we are now back in a position where we can focus entirely on the needs of our customers and on driving our strategic development.",positive
"In recent years, we have made fundamental changes to the bank, which have resulted in a more focused business with a lower risk level and a stronger organisation.",negative
"Simultaneously, we have strengthened our commercial momentum, and with the closing of the books on the financial year 2023, we conclude that, thanks to the relentless and extraordinary efforts of our colleagues, we have exceeded the financial targets we set out to meet by the end of 2023.",positive
"Equally important, we see rising customer satisfaction, stronger investor confidence and strong employee engagement, and we continue to have a positive impact on society.",positive
"Today, Danske Bank is a focused Nordic bank with a strong market presence in Denmark, Sweden, Finland, and Norway.",positive
"With our new strategy, Forward Õ28, which we announced in June, we are changing gears with substantially increased strategic and financial ambitions.",positive
Forward Õ28 defines a clear strategic focus for the bank and sets clear targets for profitability and growth.,positive
"As part of the strategy, we have decided to increase investments in our digital platforms, advisory services and sustainability, which we see as key areas where we have the greatest potential to make a real difference for our customers.",positive
"Equally, we commit to a disciplined approach to capital allocation, return and cost.",neutral
"This means that with Forward «28, we see a strong potential for capital generation and the ability to distribute capital consistently.",positive
"In line with this commitment, we are therefore pleased that, on the basis of our 2023 financial results, we can propose a dividend payout as well as initiate a share buy-back programme.",neutral
"Delivering value for our shareholders is a key priority for us, and we can only do so by delivering value to our customers, employees and the societies we are part of.",neutral
"Amid the current geopolitical and macroeconomic uncertainty, climate change and the green transition remain the biggest challenges and the greatest opportunities for our customers and for us.",negative
"As the UN Secretary General phrased it, the summer of 2023 became the point at which we went from global warming to global boiling, and it is now universally accepted and understood that climate change and the current fossil fuel-based economy is a risk to societies, economies and our current way of life globally.",negative
"A year ago, we published our Climate Action Plan with a mapping of the entire carbon footprint of our and our customersÕ activities and with long-term and intermediate targets for how we want to reduce this footprint in close cooperation with our customers.",neutral
"In doing so, we support the transition of our customers, build a more robust and resilient bank and contribute to advancing the transition to a more sustainable society, all of which are at the core of our Purpose: To release the potential in people and businesses by using the power of finance to create sustainable progress today and for generations to come.",neutral
"As we look ahead in 2024, there is now hope that inflation may have peaked, that interest rates will trend lower and that the global economy will experience a soft landing.",negative
"However, uncertainty remains, and at a time when one crisis is followed by another, it is crucial to see crises and uncertainty not as exceptions but as an integral part of how we live and do business.",negative
"At Danske Bank, we remain committed to supporting our customers and to enabling them to make sustainable progress in these uncertain times while we continue to execute our ambitious strategic agenda and unfold the full potential of Danske Bank.",positive
The Carlsberg Group delivered a strong set of results despite the continued challenges posed by COVID-19.,positive
"Once again in 2021, our people, businesses, customers and societies at large were, to different degrees and at different times, affected by the pandemic.",neutral
"As was the case in 2020, our main focus remained the health and wellbeing of our people and at the same time ensuring the health of our business.",neutral
"It was encouraging to see that many beer markets, particularly in Western Europe, recovered during the summer months, with consumers eager to socialise and return to the on-trade.",neutral
This gives us confidence in the resilience of the beer markets.,neutral
"We do recognise, though, that many markets are still suffering and continue to face significant adversity.",neutral
"Despite the ongoing challenges of the pandemic, we are pleased to report good financial, strategic and organisational health for the Carlsberg Group.",positive
"Our financial results saw strong progress in 2021, albeit supported by favourable comparables.",positive
"Revenue grew organically by 10.0%, the result of 7.4% volume growth and 3% higher revenue/hl.",positive
"Operating profit was DKK 10.9bn, with organic growth 12.5%.",positive
These results brought our 2021 figures well ahead of 2019.,neutral
"Free cash flow was DKK 8.9bn, and ROIC improved by 140bp to 10.3%.",positive
Read more about our Group results on pages 12-15.,neutral
"These results were achieved thanks to the strength of our brand portfolio and geographic footprint, and the embedding of our Funding the Journey culture across the business.",positive
"Combined, these factors safeguard both the short- and long-term health of the Carlsberg Group.",neutral
Uncertainty and volatility continued during 2021.,negative
"However, thanks to better-than-expected results across the Group, we were able to upgrade our earnings expectations twice Ð in August and October.",neutral
"During the year, we made significant cash returns to our shareholders.",neutral
"In March, we paid a dividend of DKK 3.2bn.",neutral
"In addition, we carried out quarterly share buy-back programmes amounting in total to DKK 3.6bn in fiscal 2021.",neutral
"On 4 February 2022, we initiated a new quarterly share buy-back programme of DKK 1bn.",neutral
More information on the share buy-back programmes can be found on page 22.,neutral
The choices made in SAILÕ22 and the execution of our strategic priorities have been key for our financial performance since 2016 Ð and for our ability to navigate through the rough seas of COVID-19.,positive
Priorities such as craft & speciality and alcohol-free brews delivered strong progress during 2021.,positive
Our core beer business also saw good recovery from the severe headwind in 2020.,neutral
And we are well on track to achieve our 2022 sustainability targets.,neutral
Read about the progress on our strategic priorities on pages 26-30.,positive
"More specifically, our Environment, Social & Governance Report, available online on www.carlsberggroup.com, contains a wealth of information and data on our Together Towards ZERO sustainability programme and targets.",neutral
"Since 2016, SAILÕ22 has guided us well on our journey to become a successful, professional and attractive company in our markets.",positive
"As its name suggests, SAILÕ22 is now coming to an end, and 2022 will be a year of transition.",neutral
"During the second half of 2021 and early 2022, we went through the process of defining our next strategy.",neutral
"In doing so, we engaged a large number of colleagues from various markets and functions across our regions, bringing in diverse thinking and input to ensure relevance and viability.",neutral
"As we are confident that there is still more on tap for many of the SAILÕ22 priorities, the new strategy is an evolution rather than a revolution.",neutral
We have therefore named it SAILÕ27.,neutral
SAILÕ27 will define our business agenda and support continued value growth in the years to come.,positive
SAILÕ27 is presented on pages 31-32.,neutral
"Considering the immense challenges for all employees Ð on a personal and professional level Ð in both 2020 and 2021, we were very pleased with the results of our 2021 employee survey.",neutral
"The results were largely on a par with the latest survey conducted in 2019, indicating that our many initiatives during the challenging times of COVID-19 to support and take care of our employees, to empower them and to ensure good communication have resonated well.",negative
We are proud of our strong purpose and raison dÕtre (see page 24).,positive
We are confident that this has been an important contributing factor for the motivation of our people and our ability to navigate the uncharted waters of COVID-19.,neutral
"In 2021, we intensified our focus and commitment in relation to diversity and inclusion (D&I).",neutral
Our D&I Council will play a pivotal role in driving our D&I agenda across our business and shaping our future D&I journey.,neutral
"In 2021, we changed our regional structure to optimise the regional management and ensure a better balance between our European regions.",neutral
"During the year, we welcomed three new members to the Executive Committee: Leo Evers took over the responsibility for Asia from Graham Fewkes, who went to Western Europe; Victor Shevtsov became head of Supply Chain; and Joris Huijsmans joined as CHRO.",neutral
Meet the ExCom on pages 46-47.,neutral
"At the Annual General Meeting (AGM) on 14 March 2022, the Carlsberg Foundation will reduce its representation on the Supervisory Board from five to three members.",neutral
Lars Fruergaard J¿rgensen and Lars Stemmerik have notified the Board that they are not standing for re-election.,neutral
Both have been valued members of the Board and we would like to extend our gratitude to them.,neutral
The Board will propose Punita Lal and Mikael Aro as new members.,neutral
"Once again this past year, we were impressed by the high level of engagement and commitment from CarlsbergÕs employees and would like to say thank you to each and every one.",neutral
"We also extend our thanks to all suppliers and customers Ð not least our on-trade customers, many of whom have been through another very difficult year Ð for their cooperation during 2021.",neutral
We are well prepared for 2022 which will bring headwind in the form of cost inflation and possibly further COVID-19 obstacles.,negative
We remain hopeful that the continued roll-out of vaccines across the world will be successful in curtailing the pandemic.,positive
The upcoming AGM will mark the end of my ten-year Chairship of the Supervisory Board.,neutral
"As the end of SAILÕ22 approaches, I have decided that the time is right to pass on the responsibility to Henrik Poulsen, whom the Supervisory Board will propose as new Chair.",neutral
"The Board will propose the Chair of the Board of Directors of the Carlsberg Foundation, Majken Schultz, as new Deputy Chair.",neutral
"I am proud to hand over a company that has seen some really impressive development since Cees Ôt Hart took the helm in 2015, and that today is stronger than ever.",neutral
"Since June 2015, CarlsbergÕs share price has increased by around 90%, dividend per share has increased two-and-a-half times and share buy-backs totalling DKK 10.6bn have been carried out.",neutral
The changing of the guards also involves an historic change with the reduced representation of the Carlsberg Foundation on the Board.,negative
"In 2023, the Foundation will further reduce its representation on the Board to only two members.",neutral
This change is in line with good corporate governance and to the benefit of Carlsberg.,positive
"The Foundation will remain a committed, value-oriented shareholder, safeguarding the long-term health of the Carlsberg Group.",neutral
"I would like to personally thank the employees and management team for the excellent cooperation during the past years, and the Carlsberg shareholders for trusting me with the Chairship of this great company.",neutral
"Despite a year with strong underlying business progress, 2023 marked a year with substantial challenges for ¯rsted.",positive
"In the autumn of 2023, we took the tough but necessary decision to cease development of our Ocean Wind 1 offshore wind project in the US in the form it was awarded by the New Jersey Board of Public Utilities.",neutral
"In the wake of the COVID-19 pandemic and Russia's invasion of Ukraine, Ocean Wind 1 had been faced with a variety of challenges, such as higher costs of capital (US risk-free rate increasing by approx.",negative
"300 bps from the award in 2019), cost inflation, supply chain challenges, and slow permitting.",negative
"As explained in our interim financial report for the first nine months of 2023, the decision to cease the development was taken after additional supplier delays further impacted the project schedule, which led to an additional significant delay to the project.",neutral
"In addition, we had updated our view on certain assumptions, including tax credit monetisation and the timing and likelihood of final construction permits.",neutral
"Finally, continued increases to long-dated US interest rates had further deteriorated the business case.",neutral
"In addition to the impairments we recognised in the third quarter on Ocean Wind 1 and other of our US projects, the decision to cease development of Ocean Wind 1 resulted in significant costs for terminating contracts, driven by high commitments prior to reaching final investment decision (FID).",neutral
"We have reviewed our Ocean Wind 1 project and are implementing the learnings into our operating model to reduce risks in the development and execution of projects, with a particular focus on monitoring of and updates on project execution, including risk reviews with the Group Executive Team and the Board of Directors, structured external reviews for select projects, internal peer assessments, contingency planning, and monitoring of suppliers.",negative
"Furthermore, we will prioritise inflation protection in offtake arrangements in future projects.",negative
We will continue our work to manage future breakaway profiles by scrutinising financial commitments before taking final investment decision (FID) to avoid high capital commitments relative to project maturity and by ensuring greater flexibility on project timelines and commissioning dates as well as phasing of CAPEX.,neutral
"We will use the breadth of our execution portfolio and our deep, industry-leading capabilities to ensure greater resilience to external shocks or supply chain weaknesses across the portfolio.",neutral
Our fundamental strategic choices on technologies and regions are unchanged.,positive
We aim to be the world leader in Offshore and a regional player in Onshore and P2X in Europe and the US.,neutral
"However, we have revisited our portfolio to prioritise growth options with the highest potential for value creation.",positive
"In the US, our offshore wind portfolio will primarily be focused towards the North-East Atlantic, and to reduce development costs, we are exiting several offshore markets (e.g.",neutral
"Norway, Spain, and Portugal), deprioritising development activities in Japan, and plan for a leaner development within floating offshore wind and P2X.As a result of this, we have updated our ambition for installed renewable capacity to 35-38 GW by 2030, which is more than a doubling of our current installed capacity.",neutral
"By 2026, we expect to have an installed capacity of 23 GW.",neutral
"For Offshore, the 2026 contribution will be based on projects already under construction or awarded (assuming rebid award to Sunrise Wind), whereas the Onshore contribution will come from a mix of projects under construction and in our pipeline.",neutral
"We will go beyond decarbonising energy systems and proactively enhance nature through biodiversity initiatives to deliver a sustainable build-out, which is net-positive to society.",positive
"We are confident we can deliver on this commitment as our underlying business of operating assets remains strong as reflected in our underlying financial performance, which was above our initial guidance.",positive
"The costs related to terminating our Ocean Wind 1 project as well as lower forward power prices, further supply chain delays and costs to mitigate this, increasing capital expenditures (per MW) and OPEX due to cost inflation and supply chain bottlenecks have negatively impacted our credit metric (FFO/adjusted net debt) projections in 2023.",negative
"Therefore, we have taken and will continue to take measures to ensure a robust balance sheet, supporting long-term growth and capital structure resilience towards 2030.",positive
"Besides reducing our growth ambition, and thereby reducing capital expenditures and project development costs, we have decided to pause dividends for the financial years 2023-2025 and will accelerate our divestment programme.",positive
"In addition, we have set a target to reduce our fixed costs by DKK 1 billion by 2026 compared to 2023, on a like-for-like basis, by simplifying our organisation and increasing our efficiency.",neutral
We have updated our financial targets to reflect our new strategic ambition for installed capacity by 2030.,positive
We maintain our targeted value creation of 150-300 bps spread to WACC when we bid in tenders or take FIDs.,neutral
"Based on the GW ambition and value creation target, we expect our EBITDA to increase to approx.",positive
"DKK 39-43 billion in 2030, corresponding to an annual growth (CAGR) of 8 %.",positive
"Additionally, we expect to achieve a return on capital employed (ROCE) of 14 % on average towards 2030.",neutral
"In 2026, we expect EBITDA to reach approx.",neutral
"To enable our build-out, we have a DKK 270 billion investment programme towards 2030, of which we expect to use approx.",neutral
"To support this programme, we expect farm-downs and divestments to contribute with proceeds of approx.",neutral
"DKK 115 billion towards 2030, of which DKK 70-80 billion is expected in 2024-2026.",neutral
"In 2023, we recycled capital of DKK 8 billion by divesting the remaining 25 % of the offshore wind farm London Array to funds managed by Schroders Greencoat and farming down 50 % of Gode Wind 3 in Germany to funds managed by Glennmont Partners from Nuveen.",neutral
"We have identified a portfolio of assets, which we aim to farm down or divest in 2024 and the coming years.",neutral
"As of now, we have selected Cathay Life Insurance as preferred bidder for the acquisition of a 50 % ownership stake in Greater Changhua 4.",neutral
"While our current situation has required adjustments to our growth trajectory, our traction and underlying momentum remained strong in 2023.",positive
Our large portfolio of renewable assets continued to grow within both Offshore and Onshore with several projects reaching COD and FID.,neutral
Our renewable share of heat and power generation amounted to 93 %.,neutral
"In 2023, we advanced three large offshore wind projects with a total capacity of 4.5 GW to FID, one in the UK, the US, and APAC, respectively.",neutral
"In the UK, we reached a significant milestone when our offshore wind farm Hornsea 3 reached FID.",neutral
"With a capacity of 2.9 GW, it will be the world's single largest offshore wind farm.",neutral
Hornsea 3 will provide low-cost renewable energy for the UK and deliver thousands of high-quality jobs and billions of pounds of investment in the UK's offshore wind supply chain.,neutral
"Additionally, we received development consent for Hornsea 4 from the British authorities, enabling us to continue the development of the project.",neutral
The possible future addition would create an offshore wind cluster in excess of 7 GW.,neutral
"In APAC, another important achievement was reached with the FID of our 0.9 GW offshore wind farms Greater Changhua 2b and 4.",neutral
We expect completion of the wind farms by the end of 2025.,neutral
"Additionally, we are finalising Greater Changhua 1 and 2a, which are Taiwan's first large-scale offshore wind farms.",neutral
The last four of the 111 turbines will be installed in the spring of 2024 with subsequent COD in Q2 2024.,neutral
"With a total capacity of more than 1.8 GW, these wind farms represent a significant contribution to Taiwan's transition to new energy sources and its decarbonisation journey.",neutral
"The US is still an important region for us, and in November, we took FID on our offshore wind farm Revolution Wind, which we own in a 50/50 partnership with Eversource.",neutral
"The 0.7 GW wind farm has an attractive forward-looking value creation and will power more than 350,000 homes across Rhode Island and Connecticut.",positive
"At South Fork in New York, we are in the final stages of constructing what will be New York's first offshore wind farm.",neutral
We expect COD in Q1 2024.,neutral
"In January 2024, we signed an agreement with Eversource to acquire their 50 % share of Sunrise Wind.",neutral
"The acquisition is subject to the successful award of Sunrise Wind in the ongoing New York 4 solicitation for offshore wind capacity, signing of an OREC contract with New York's energy agency, NYSERDA, entry into long-form acquisition agreements, receipt of construction and operations plan (COP) approval, and relevant regulatory approvals.",positive
"If the project is not successful in the solicitation, the existing OREC contract for Sunrise Wind will be cancelled per the state's requirements, and our 50/50 joint venture with Eversource will remain in place.",positive
"In that scenario, the joint venture will evaluate its next steps.",neutral
"In Germany, our offshore wind farms Gode Wind 3 and Borkum Riffgrund 3 are progressing according to plan with CODs in 2024 and 2025, respectively.",neutral
The wind farms will have a total capacity of 1.2 GW once completed.,neutral
We continue to explore new value-creating opportunities for offshore wind.,neutral
"In Ireland, we entered into a partnership with ESB, the leading utility company in the country, to jointly develop an Irish offshore wind portfolio.",neutral
"Furthermore, we were granted a 1.6 GW electricity business license (EBL) by the Korean Ministry of Trade, Industry & Energy for an offshore wind project located 70 km off the coast of Incheon City.",neutral
Our Onshore business continues to grow.,neutral
"In 2023, four projects with a total capacity of 0.6 GW reached COD, and we added several new assets to our portfolio.",neutral
"In the US, we completed the onshore wind farm Sunflower Wind in Kansas, and in Arizona, we began the construction of Eleven Mile Solar Center, a solar and battery energy storage system (BESS) with expected completion in 2024.",neutral
"In Texas, the construction of our 471 MWAC Mockingbird Solar Center is going as plan-ned, with COD expected in the second half of 2024.",neutral
We continue to develop our European onshore renewables portfolio.,neutral
"In the UK, we entered our first solar project in 2023, One Earth Solar Farm, a 740 MWAC solar project with associated battery storage.",neutral
"If built, it will be one of the largest solar farms in the country.",neutral
"Additionally, we took FID on phase one of Garreenleen, our first solar project in Ireland, and in January 2024, the onshore wind farm Farranrory in Tipperary reached FID.",neutral
We secured contracts for both projects in the Irish Government's third onshore auction.,neutral
"Lastly, we entered a partnership with renewable energy developer Terra Solar to develop a portfolio of Irish solar projects with a capacity of up to 400 MWAC.",neutral
"In our P2X business, the construction of our Flagship- One project has started.",neutral
"It is the largest e-methanol project under construction in Europe, and we expect it to start production in 2025.",neutral
"To support this innovative project, Breakthrough Energy Catalyst will acquire a 15 % equity interest in FlagshipONE and provide a grant, subject to the fulfilment of funding conditions.",neutral
"In addition, FlagshipONE is also expected to receive a grant from Horizon Europe and a quasi-equity investment from EIB through InvestEU.",neutral
"In December, we embarked on the construction of the two carbon capture and storage (CCS) facilities in our project ¯rsted Kalundborg CO2 Hub, which has been awarded a 20-year contract by the Danish Energy Agency (DEA).",neutral
"During 2025, the Asn¾s and Aved¿re combined heat and power plants will begin to capture and store biogenic carbon.",neutral
EBITDA totalled DKK 18.7 billion in 2023 compared to DKK 32.1 billion in 2022.,neutral
"EBITDA excluding new partnerships and cancellation fees amounted to DKK 24.0 billion, an increase of DKK 3.0 billion compared to 2022 and above our guidance of DKK 20-23 billion.",positive
Earnings in 2023 were impacted by a provision of DKK 9.6 billion for cancellation fees related to ceasing the development of the Ocean Wind 1 project.,neutral
EBITDA from new partnerships in 2023 contributed with DKK 4.3 billion and was related to the divestment of London Array and the 50 % farm-down of Gode Wind 3.,neutral
"Earnings from sites in operation in Offshore more than doubled to DKK 20.2 billion in 2023 due to ramp-up of generation at Greater Changhua 1 and 2a and Hornsea 2, and as the negative effects from hedges in 2022 were not repeated in 2023.",negative
Earnings from Onshore decreased due to lower-than-expected power prices and wind speeds and availability issues at some of our assets in the US.,neutral
"Similarly, earnings in Bioenergy & Other decreased due to lower power prices and lower optimisation opportunities related to gas storages and sourcing contracts.",neutral
"In 2023, we recognised impairments of DKK 26.8 billion, with the majority (DKK 19.9 billion) relating to Ocean Wind 1.",neutral
ROCE was -14.2 % for the year.,neutral
"Adjusted for impairments and cancellation fees, ROCE amounted to 12.9 % in 2023.",neutral
Profit for the year amounted to DKK -20.2 billion.,positive
"Excluding impairments (after tax) and cancellation fees, profit for the year was DKK 14.9 billion.",positive
"We value our employees at ¯rsted, and we are pleased that our employee satisfaction measured in our annual employee survey showed 76 in 2023, which is at level with last year and within the top 25 % percentile of our external benchmark.",neutral
"Equally important is our strong safety culture, which is anchored in our organisation.",positive
"In 2023, we further reduced our total recordable injury rate (TRIR) to 2.8, down from 3.1 last year.",negative
We are very pleased with this development and will continue to focus on reducing it even further.,neutral
"As part of our ambition to reduce our fixed costs and increase our efficiency, we will be reducing a number of positions in the organisation and unfortunately also see redundancies.",positive
We are committed to carrying through these redundancies in a fair and respectful manner.,neutral
Maintaining and improving the motivation and wellbeing of our remaining employees remain a key priority to us.,neutral
The year 2023 turned out to be a challenging year for the renewable industry in general and for ¯rsted in particular.,negative
"And while the pressures on the renewable industry continue, we have seen positive initiatives from politicians and governments to support a sustainable and viable build-out of the industry.",positive
"In Europe, the Net-Zero Industry Act proposed by the European Commission and the shared Action Agenda agreed by the North Sea countries and the European Commission are signs of this and supplement the US Inflation Reduction Act from 2022.",negative
"However, the pace with which it is moving forward needs to be accelerated.",neutral
"In the offshore industry, awarded prices must reflect the higher cost and interest levels across markets.",neutral
"Recently, the UK government significantly increased the maximum CfD level for the upcoming auction in 2024, and in New York, we saw higher PPA prices in the state's third offshore wind solicitation round.",neutral
These are positive signs for the industry.,positive
Focusing solely on concession payments as key decision criteria in auctions risks putting additional pressure on the supply chain and leaves limited room for investing in scaling manufacturing capacity.,neutral
"For offshore wind, regaining momentum is crucial to realise the strong value proposition it offers for societies and its key role in the renewable energy transition.",positive
"We continue to engage stakeholders and partners to jointly overcome challenges to create a renewable, secure, and affordable energy system.",neutral
"We are dedicated to restoring our capital structure, and we will work disciplined towards our long-term growth ambition for 2030 through prioritised growth options with the highest potential for value creation.",positive
"We have learned from this year's challenges, and we are adapting our operating model to further strengthen our ability to shape and lead our industry.",neutral
We remain optimistic about the future of the renewable energy industry.,neutral
The global ambitions for renewable energy have never been higher.,neutral
"Most recently, we saw this at COP28 where more than 130 governments agreed to work together to triple the world's renewable energy capacity by 2030.",neutral
We are confident we can be a key contributor in accelerating the renewable build-out in the years to come.,neutral
Novozymes stands on a solid foundation.,positive
"We have delivered strong growth and earnings in a volatile market environment by leveraging the strength of our well-diversified portfolio, unique production capabilities and broad market presence.",positive
"We are delivering on our strategy ÒUnlocking growth Ð powered by biotechÓ, and we are confident that we will achieve our long-term ambition of doubling our sales by 2030.",positive
We expect to unlock additional growth opportunities and accelerate our strategic ambition by the proposed combination of Novozymes and Chr.,positive
Hansen to create a leading global biosolutions partner.,neutral
"Together, we will be able to continue the momentum of the two companies and further leverage growth synergies from cross-selling and strong innovation capabilities.",positive
We are very excited about the potential of this combination.,neutral
"By bringing together these two high performing, complementary companies with a shared purpose and advanced capabilities, we can unleash the full potential of biosolutions and generate significant value for our customers, employees, shareholders and society at large.",neutral
"In 2022, our organic sales growth came in at 9%, and our reported EBIT margin was at a solid 26.0%, and 26.4% before special items, which are costs related to the proposed combination with Chr.",positive
"Our free cash flow before acquisitions was DKK 1.1 billion, and we are executing diligently on our strategy to provide long-term shareholder value.",neutral
We delivered double-digit growth across three out of five business areas.,positive
"Bioenergy saw strong growth across regions and solutions, driven by our innovative and impactful portfolio in a favorable market environment.",positive
"We delivered a broad-based growth in Food, Beverages & Human Health, led by innovation, consumers focusing on healthy choices, and an environment focused on optimization.",positive
Our strong performance in Grain & Tech Processing was driven by innovation and favorable market conditions.,positive
"Agriculture, Animal Health & Nutrition saw a solid performance, and Household Care was in line with expectations.",positive
Our consistent growth in 2022 shows that our strategy is more relevant than ever.,positive
"It is rooted in our ability to use the power of biotech to address some of the worldÕs biggest challenges, while unlocking sustainable growth for our customers, our investors, societies and our company.",positive
"During the year, we grew our core business and expanded into areas where we see a strong growth potential.",positive
"We applied the value of our technologies across multiple application areas, especially in emerging markets where we delivered 9% organic growth.",positive
"Our biosolutions were in demand as they enabled our customers to improve profitability while reducing their impact on the environment, and to deliver products that meet the growing consumer demand for healthier foods and beverages.",neutral
We are very excited about the potential of the Novozymes-Chr.,neutral
"We launched 26 biosolutions to meet customer needs, including our Innova¨ yeasts, which enable bioenergy customers to make their production processes more efficient and to maximize ethanol yields, and our Frontia¨ solution, which enables corn starch and sweetener manufacturers to increase yields, save energy and cut CO2 emissions.",positive
"We supported our household care customers in meeting consumer needs by expanding our freshness platform and launching new biosolutions, including our Carezyme¨ solutions which extend the lifetime of clothes and help reduce textile waste.",neutral
"Through the DSM-Novozymes Alliance, we launched HiPhoriusª to help poultry producers achieve a more sustainable and profitable protein production.",neutral
"Using our biotech capabilities, we accelerated growth in BioHealth and Human Nutrition.",positive
"We realized synergies by cross-selling and combining capabilities between our recent acquisitions and our core R&D and production capabilities to accelerate product development, scale-up and commercialization.",neutral
"We launched biosolutions that help consumers address digestive and oral health concerns, including BioFreshª Clean, a unique enzymatic combination that enables consumers to clean and protect teeth, and maintain a healthy oral microbiome.",neutral
"During the year, we also strengthened our commercial leadership and capabilities to become an even stronger partner for our customers.",neutral
"We invested in new competences and equipment to co-create with our customers in the food and health space, and we have strengthened our investment in consumer and market insights to increasingly align our innovation agenda with unmet consumer needs.",neutral
"Due to overall input cost increases, our commercial organization also engaged with customers on pricing to ensure that we capture a fair share of value from our biosolutions.",neutral
We saw a visible impact from our pricing discussions and expect this to accelerate into 2023.,neutral
Our results in 2022 were made possible thanks to our employees who have shown commitment and adaptability during times of change.,neutral
The Board of Directors and the Executive Leadership Team are proud of and thankful for our Zymers and their contribution to NovozymesÕ strategy and purpose.,neutral
We saw a strong pull towards sustainability in 2022.,positive
"Our customers looked for ways to increase crop yields while protecting the environment, produce more efficiently, use raw materials better and reduce carbon emissions.",positive
They were also keen on improving the performance of their products to meet consumer needs for healthier and more nutritious foods and beverages.,neutral
We were able to meet all these needs with our biosolutions.,neutral
"In the transport sector alone, we helped save 65 million tonnes of CO2 emissions in 2022 by enabling the production of low-carbon fuels Ð that is the equivalent of taking 27 million cars off the road.",neutral
"Going forward, the number of passenger cars will continue to increase, and while electric cars are gaining more momentum, low-carbon fuels will play an important role in decarbonizing transportation, including in the marine and aviation sectors.",positive
Our biosolutions also play a role in transforming food systems to ensure nutritious foods and beverages for a growing population.,neutral
"For example, we enable the production of tastier plant-based foods at affordable prices, including proteins produced by fermentation, which can reduce carbon emissions by up to 90% compared to animal protein.",neutral
"The potential is significant, and now is the time to shift from a paradigm that relies on fossil energy sources to a greener and more resilient paradigm.",neutral
Novozymes is working hard to catalyze this change.,neutral
"Guided by our purpose ÒTogether we find biological answers for better lives in a growing world - LetÕs rethink tomorrowÓ we work with our customers, consumers, governments, academia and many others to enable a healthier planet.",neutral
"We are committed to accelerating a climate-neutral society, transforming food systems and enabling healthier lives, and more than 90% of our revenue in 2022 came from biosolutions that contributed to one or more of these three commitments.",neutral
"Going forward, we will continue to expand the reach of our biosolutions and maximize the percentage of our sales that enables a better world.",neutral
"Sustainability is in our DNA, and Novozymes succeeds by combining our financial and nonfinancial performance.",neutral
"In 2022, we concluded our nonfinancial milestone targets and have set new targets for 2025 for our operations, employees and society.",neutral
"During the year, we continued to develop our organization, nourish our culture, and ensure a thriving, diverse and inclusive community.",neutral
"We are very proud to have employees who are engaged, believe that Novozymes has a great culture, and who are excited about our companyÕs future.",neutral
"As a result, we achieved a score of 83 on our Zymer Spirit Index, which was +2 above our target and among the 10% highest scoring companies in an external market benchmark.",positive
"We also continued to nurture a diverse and inclusive organization and achieved a score of 86 on our Nuture Diversity Index, which was in alignment with our target.",positive
"Our senior management consisted of 33% women and 67% men, and we are on track to achieve gender balance by 2030.",neutral
"Guided by our new nonfinancial targets, we will continue to promote a workplace where employees can stay safe, thrive, grow, and contribute their worktime to community outreach activities.",neutral
"As a global leader, we are committed to help building a net-zero future.",neutral
"In 2022, we reduced the CO2 emissions from our operations by 63%, from a 2018 baseline, and we sourced 82% of our electricity from renewable sources.",negative
"Additionally, we have taken bold steps to reduce carbon emissions from our entire supply chain with the aim of reaching net-zero by 2050.",neutral
"We are proud to be among the first companies in the world to have our net-zero target across scopes 1, 2 and 3 validated by the Science Based Targets initiative.",neutral
