Sentence,Sentiment
remain one well perform medical device company world,neutral
across business area geography see lot unmet user untapped market potential,neutral
robust commercial model focus innovation partnership healthcare professional direct consumer setup well positioned continue journey build consumer healthcare company future,neutral
finally like say thank colleague coloplast continued commitment hard work another challenging year,negative
also like thank customer investor confidence,neutral
year challenge external environment year characterise challenge geopolitical development difficult macroeconomic environment,negative
inflation level remain very high first part year fall somewhat autumn risky asset display volatility swedish norwegian kroner fall time low against danish kroner,negative
summer remember very high amount weather claim storm scandinavia multiple weather event southern europe hit customer,neutral
follow complete reopening society covid outbreak customer start travel frequently distant destination also impact financial result first part,neutral
new ceo organisational change johan kirstein brammer take over new ceo june take helm morten hbbe leave tryg year ceo previously cfo,neutral
johan kirstein brammer cco member executive board tryg four year,neutral
september tryg announce strategic organisational change,positive
tryg decide merge commercial corporate line denmark norway align organisation successful operating model towards commercial customer trygg hansa adopt time,positive
merging commercial corporate segment denmark norway also line tryg strategy increase focus sme customer reduce exposure towards large non scandinavian customer,positive
synergy rsa scandinavia integration deliver slightly ahead schedule natural next step align organisational design groupos swedish business trygg hansa organisational structure tryg group head business area report directly executive board,positive
follow change approximately employee lay off,neutral
organisational change reinforce tryg commitment deliver target challenging macroeconomic environment,negative
improve customer satisfaction customer satisfaction remain one key parameter tryg,positive
noteworthy see customer satisfaction improve despite year numerous weather event affect tryg customer,neutral
growth primarily drive price adjustment mitigate inflation tryg report good growth private commercial business approximately,positive
growth primarily drive price adjustment offset high level claim inflation,positive
corporate business reduction revenue drive initiative rebalance portfolio towards small local customer core market reduce exposure liability property outside nordic,negative
strong focus full integration acquire rsa scandinavia business tryg very focused deliver synergy dkk communicate connection acquisition swedish norwegian business rsa scandinavia,positive
end tryg realise accumulate synergy dkk well track deliver total synergy dkk,neutral
sharp currency devaluation nok sek against dkk cause headwind most synergy come norway sweden but overall target firmly maintain,neutral
weather relate claim high level impact many different weather event,neutral
across scandinavia weather event primarily relate heavy rain flooding storm,neutral
weather event southern europe also impact tryg result,neutral
example hail storm italy cause extensive damage approximately car danish customer,neutral
important stress weather claim level not deem new normal dkk annual expectation weather claim stand,neutral
however large insurance company scandinavia tryg want support society adapt climate change give customer peace mind,neutral
solid result improve underlie development tryg report improve underlie performance drive primarily realisation rsa scandinavia synergy continue profitability initiative commercial corporate business,positive
inflation remain high level especially first half but mitigate via strong procurement agreement various price adjustment across portfolio,positive
increase dividend new buyback june tryg conclude dkk billion share buyback programme initiate june result sale codan denmark alm,neutral
tryg start new buyback programme dkk billion follow publication q result,neutral
programme set end no later january,neutral
tryg pay quarterly dividend quarter dkk amount dkk,neutral
buyback programme increase dividend illustrate trygo strong commitment shareholder remuneration,positive
adapt product climate change tryg offer customer denmark norway sweden insurance help adapt climate change,neutral
specifically house property insurance eu taxonomy align ensure customer cover climate relate damage incentivise take measure prevent climate relate damage,neutral
predict risk important part business insurance company tryg make significant effort become even well understand predict future extreme climate weather relate event benefit society tryg customer,positive
thank employee very busy year tryg employee,neutral
year continued work integration rsaos scandinavia activity year help many customer claim stem weather relate event,neutral
supervisory board executive board like thank employee great effort,neutral
live time global change turbulence,neutral
short succession experience global pandemic breakdown global supply chain russian invasion ukraine energy crisis accelerate inflation cost living crisis most recently regional conflict middle east,negative
combine make world economic outlook much uncertain,neutral
danske bank focus help customer navigate challenge uncertainty engage closely help prepare financially uncertainty ahead,negative
bank serve three million customer across nordic country young family seek buy first home large corporate customer planning expand new market insight expertise offer quality advice service high value customer not least uncertain time,neutral
over past year geopolitical risk address risk recur topic discussion corporate customer engage personal customer business customer alike discuss impact high interest rate high inflation,negative
despite challenge macroeconomic geopolitical environment year significant strategic progress danske bank,positive
legacy case mostly behind back position focus entirely customer drive strategic development,positive
recent year make fundamental change bank result focused business low risk level strong organisation,negative
simultaneously strengthen commercial momentum closing book financial year conclude thank relentless extraordinary effort colleague exceed financial target set meet end,positive
equally important see rise customer satisfaction strong investor confidence strong employee engagement continue positive impact society,positive
today danske bank focused nordic bank strong market presence denmark sweden finland norway,positive
new strategy forward announce june change gear substantially increase strategic financial ambition,positive
forward define clear strategic focus bank set clear target profitability growth,positive
part strategy decide increase investment digital platform advisory service sustainability see key area great potential make real difference customer,positive
equally commit discipline approach capital allocation return cost,neutral
mean forward see strong potential capital generation ability distribute capital consistently,positive
line commitment therefore pleased basis financial result propose dividend payout well initiate share buy back programme,neutral
deliver value shareholder key priority deliver value customer employee society part,neutral
amid current geopolitical macroeconomic uncertainty climate change green transition remain big challenge great opportunity customer,negative
un secretary general phrase summer become point go global warming global boiling universally accept understand climate change current fossil fuel base economy risk society economy current way life globally,negative
year ago publish climate action plan mapping entire carbon footprint customerso activity long term intermediate target want reduce footprint close cooperation customer,neutral
support transition customer build robust resilient bank contribute advance transition sustainable society core purpose release potential people business use power finance create sustainable progress today generation come,neutral
look ahead hope inflation may peak interest rate trend lower global economy experience soft landing,negative
however uncertainty remain time one crisis follow another crucial see crisis uncertainty not exception but integral part live business,negative
danske bank remain committed support customer enable make sustainable progress uncertain time continue execute ambitious strategic agenda unfold full potential danske bank,positive
carlsberg group deliver strong set result despite continue challenge pose covid,positive
people business customer society large different degree different time affect pandemic,neutral
case main focus remain health wellbeing people time ensure health business,neutral
encouraging see many beer market particularly western europe recover summer month consumer eager socialise return trade,neutral
give confidence resilience beer market,neutral
recognise though many market still suffer continue face significant adversity,neutral
despite ongoing challenge pandemic pleased report good financial strategic organisational health carlsberg group,positive
financial result see strong progress albeit support favourable comparable,positive
revenue grow organically result volume growth high revenue hl,positive
operating profit dkk bn organic growth,positive
result bring figure well ahead,neutral
free cash flow dkk bn roic improve bp,positive
read group result page,neutral
result achieve thank strength brand portfolio geographic footprint embedding funding journey culture across business,positive
combine factor safeguard short long term health carlsberg group,neutral
uncertainty volatility continue,negative
however thank well expect result across group able upgrade earning expectation twice august october,neutral
year make significant cash return shareholder,neutral
march pay dividend dkk bn,neutral
addition carry quarterly share buy back programme amount total dkk bn fiscal,neutral
february initiate new quarterly share buy back programme dkk bn,neutral
information share buy back programme find page,neutral
choice make sailo execution strategic priority key financial performance since ability navigate rough sea covid,positive
priority craft speciality alcohol free brew deliver strong progress,positive
core beer business also see good recovery severe headwind,neutral
well track achieve sustainability target,neutral
read progress strategic priority page,positive
specifically environment social governance report available online www carlsberggroup com contain wealth information datum together towards zero sustainability programme target,neutral
since sailo guide well journey become successful professional attractive company market,positive
name suggest sailo come end year transition,neutral
second half early go process define next strategy,neutral
engage large number colleague various market function across region bring diverse thinking input ensure relevance viability,neutral
confident still tap many sailo priority new strategy evolution rather revolution,neutral
therefore name sailo,neutral
sailo define business agenda support continue value growth year come,positive
sailo present page,neutral
consider immense challenge employee personal professional level very pleased result employee survey,neutral
result largely par late survey conduct indicate many initiative challenging time covid support take care employee empower ensure good communication resonate well,negative
proud strong purpose raison dotre see page,positive
confident important contributing factor motivation people ability navigate uncharted water covid,neutral
intensify focus commitment relation diversity inclusion i,neutral
i council play pivotal role drive agenda across business shape future journey,neutral
change regional structure optimise regional management ensure well balance european region,neutral
year welcome three new member executive committee leo evers take over responsibility asia graham fewke go western europe victor shevtsov become head supply chain joris huijsman join chro,neutral
meet excom page,neutral
annual general meeting agm march carlsberg foundation reduce representation supervisory board five three member,neutral
lars fruergaard jrgensen lars stemmerik notify board not stand election,neutral
value member board like extend gratitude,neutral
board propose punita lal mikael aro new member,neutral
past year impress high level engagement commitment carlsbergos employee like say thank every one,neutral
also extend thank supplier customer not least trade customer many another very difficult year cooperation,neutral
well prepared bring headwind form cost inflation possibly further covid obstacle,negative
remain hopeful continue roll vaccine across world successful curtail pandemic,positive
upcoming agm mark end ten year chairship supervisory board,neutral
end sailo approach decide time right pass responsibility henrik poulsen supervisory board propose new chair,neutral
board propose chair board director carlsberg foundation majken schultz new deputy chair,neutral
proud hand over company see really impressive development since cees ot hart take helm today strong ever,neutral
since june carlsbergos share price increase around dividend per share increase two half time share buy back total dkk bn carry,neutral
changing guard also involve historic change reduce representation carlsberg foundation board,negative
foundation far reduce representation board two member,neutral
change line good corporate governance benefit carlsberg,positive
foundation remain commit value orient shareholder safeguard long term health carlsberg group,neutral
like personally thank employee management team excellent cooperation past year carlsberg shareholder trust chairship great company,neutral
despite year strong underlie business progress mark year substantial challenge rsted,positive
autumn take tough but necessary decision cease development ocean wind offshore wind project us form award new jersey board public utility,neutral
wake covid pandemic russia invasion ukraine ocean wind face variety challenge high cost capital risk free rate increase approx,negative
bps award cost inflation supply chain challenge slow permitting,negative
explain interim financial report first nine month decision cease development take additional supplier delay far impact project schedule lead additional significant delay project,neutral
addition update view certain assumption include tax credit monetisation timing likelihood final construction permit,neutral
finally continue increase long date interest rate far deteriorate business case,neutral
addition impairment recognise third quarter ocean wind us project decision cease development ocean wind result significant cost terminate contract drive high commitment prior reach final investment decision fid,neutral
review ocean wind project implement learning operating model reduce risk development execution project particular focus monitoring update project execution include risk review group executive team board director structure external review select project internal peer assessment contingency planning monitoring supplier,negative
furthermore prioritise inflation protection offtake arrangement future project,negative
continue work manage future breakaway profile scrutinise financial commitment take final investment decision fid avoid high capital commitment relative project maturity ensure great flexibility project timeline commission date well phasing capex,neutral
use breadth execution portfolio deep industry lead capability ensure great resilience external shock supply chain weakness across portfolio,neutral
fundamental strategic choice technology region unchanged,positive
aim world leader offshore regional player onshore px europe us,neutral
however revisit portfolio prioritise growth option high potential value creation,positive
offshore wind portfolio primarily focus towards north east atlantic reduce development cost exit several offshore market e g,neutral
norway spain portugal deprioritise development activity japan plan lean development within float offshore wind px result update ambition instal renewable capacity gw doubling current instal capacity,neutral
expect instal capacity gw,neutral
offshore contribution base project already construction award assume rebid award sunrise wind whereas onshore contribution come mix project construction pipeline,neutral
go beyond decarbonise energy system proactively enhance nature biodiversity initiative deliver sustainable build net positive society,positive
confident deliver commitment underlie business operating asset remain strong reflect underlying financial performance above initial guidance,positive
cost relate terminate ocean wind project well low forward power price far supply chain delay cost mitigate increase capital expenditure per mw opex due cost inflation supply chain bottleneck negatively impact credit metric ffo adjust net debt projection,negative
therefore take continue take measure ensure robust balance sheet support long term growth capital structure resilience towards,positive
besides reduce growth ambition thereby reduce capital expenditure project development cost decide pause dividend financial year accelerate divestment programme,positive
addition set target reduce fix cost dkk billion compare like like basis simplify organisation increase efficiency,neutral
update financial target reflect new strategic ambition installed capacity,positive
maintain target value creation bps spread wacc bid tender take fid,neutral
base gw ambition value creation target expect ebitda increase approx,positive
dkk billion correspond annual growth cagr,positive
additionally expect achieve return capital employ roce average towards,neutral
expect ebitda reach approx,neutral
enable build dkk billion investment programme towards expect use approx,neutral
support programme expect farm down divestment contribute proceed approx,neutral
dkk billion towards dkk billion expect,neutral
recycle capital dkk billion divest remain offshore wind farm london array fund manage schroder greencoat farm down gode wind germany fund manage glennmont partner nuveen,neutral
identify portfolio asset aim farm down divest come year,neutral
select cathay life insurance prefer bidder acquisition ownership stake great changhua,neutral
current situation require adjustment growth trajectory traction underlying momentum remain strong,positive
large portfolio renewable asset continue grow within offshore onshore several project reach cod fid,neutral
renewable share heat power generation amount,neutral
advance three large offshore wind project total capacity gw fid one uk us apac respectively,neutral
uk reach significant milestone offshore wind farm hornsea reach fid,neutral
capacity gw world single large offshore wind farm,neutral
hornsea provide low cost renewable energy uk deliver thousand high quality job billion pound investment uk offshore wind supply chain,neutral
additionally receive development consent hornsea british authority enable continue development project,neutral
possible future addition create offshore wind cluster excess gw,neutral
apac another important achievement reach fid gw offshore wind farm great changhua b,neutral
expect completion wind farm end,neutral
additionally finalise great changhua taiwan first large scale offshore wind farm,neutral
last four turbine instal spring subsequent cod q,neutral
total capacity gw wind farm represent significant contribution taiwan transition new energy source decarbonisation journey,neutral
us still important region november take fid offshore wind farm revolution wind own partnership eversource,neutral
gw wind farm attractive forward look value creation power home across rhode island connecticut,positive
south fork new york final stage construct new york first offshore wind farm,neutral
expect cod q,neutral
january sign agreement eversource acquire share sunrise wind,neutral
acquisition subject successful award sunrise wind ongoing new york solicitation offshore wind capacity signing orec contract new york energy agency nyserda entry long form acquisition agreement receipt construction operation plan cop approval relevant regulatory approval,positive
project not successful solicitation exist orec contract sunrise wind cancel per state requirement joint venture eversource remain place,positive
scenario joint venture evaluate next step,neutral
germany offshore wind farm gode wind borkum riffgrund progress accord plan cod respectively,neutral
wind farm total capacity gw complete,neutral
continue explore new value create opportunity offshore wind,neutral
ireland enter partnership esb lead utility company country jointly develop irish offshore wind portfolio,neutral
furthermore grant gw electricity business license ebl korean ministry trade industry energy offshore wind project locate km off coast incheon city,neutral
onshore business continue grow,neutral
four project total capacity gw reach cod add several new asset portfolio,neutral
us complete onshore wind farm sunflower wind kansas arizona begin construction eleven mile solar center solar battery energy storage system bess expect completion,neutral
texas construction mwac mockingbird solar center go plan ned cod expect second half,neutral
continue develop european onshore renewable portfolio,neutral
uk enter first solar project one earth solar farm mwac solar project associated battery storage,neutral
build one large solar farm country,neutral
additionally take fid phase one garreenleen first solar project ireland january onshore wind farm farranrory tipperary reach fid,neutral
secure contract project irish government third onshore auction,neutral
lastly enter partnership renewable energy developer terra solar develop portfolio irish solar project capacity up mwac,neutral
px business construction flagship one project start,neutral
large e methanol project construction europe expect start production,neutral
support innovative project breakthrough energy catalyst acquire equity interest flagshipone provide grant subject fulfilment funding condition,neutral
addition flagshipone also expect receive grant horizon europe quasi equity investment eib investeu,neutral
december embark construction two carbon capture storage ccs facility project rste kalundborg co hub award year contract danish energy agency dea,neutral
asns avedre combine heat power plant begin capture store biogenic carbon,neutral
ebitda total dkk billion compare dkk billion,neutral
ebitda exclude new partnership cancellation fee amount dkk billion increase dkk billion compare above guidance dkk billion,positive
earning impact provision dkk billion cancellation fee relate cease development ocean wind project,neutral
ebitda new partnership contribute dkk billion relate divestment london array farm down gode wind,neutral
earning site operation offshore double dkk billion due ramp up generation great changhua hornsea negative effect hedge not repeat,negative
earning onshore decrease due low expect power price wind speed availability issue asset us,neutral
similarly earning bioenergy decrease due low power price low optimisation opportunity relate gas storage source contract,neutral
recognise impairment dkk billion majority dkk billion relate ocean wind,neutral
roce year,neutral
adjust impairment cancellation fee roce amount,neutral
profit year amount dkk billion,positive
exclude impairment tax cancellation fee profit year dkk billion,positive
value employee rste pleased employee satisfaction measure annual employee survey show level last year within top percentile external benchmark,neutral
equally important strong safety culture anchor organisation,positive
far reduce total recordable injury rate trir down last year,negative
very pleased development continue focus reduce even far,neutral
part ambition reduce fix cost increase efficiency reduce number position organisation unfortunately also see redundancy,positive
committed carry redundancy fair respectful manner,neutral
maintain improve motivation wellbeing remain employee remain key priority,neutral
year turn challenging year renewable industry general rste particular,negative
pressure renewable industry continue see positive initiative politician government support sustainable viable build industry,positive
europe net zero industry act propose european commission share action agenda agree north sea country european commission sign supplement us inflation reduction act,negative
however pace move forward accelerate,neutral
offshore industry award price reflect high cost interest level across market,neutral
recently uk government significantly increase maximum cfd level upcoming auction new york see high ppa price state third offshore wind solicitation round,neutral
positive sign industry,positive
focus solely concession payment key decision criterion auction risk put additional pressure supply chain leave limited room invest scale manufacturing capacity,neutral
offshore wind regain momentum crucial realise strong value proposition offer society key role renewable energy transition,positive
continue engage stakeholder partner jointly overcome challenge create renewable secure affordable energy system,neutral
dedicate restore capital structure work discipline towards long term growth ambition prioritise growth option high potential value creation,positive
learn year challenge adapt operating model far strengthen ability shape lead industry,neutral
remain optimistic future renewable energy industry,neutral
global ambition renewable energy never high,neutral
most recently see cop government agree work together triple world renewable energy capacity,neutral
confident key contributor accelerate renewable build year come,neutral
novozymes stand solid foundation,positive
deliver strong growth earning volatile market environment leverage strength well diversify portfolio unique production capability broad market presence,positive
deliver strategy ounlocke growth power biotecho confident achieve long term ambition double sale,positive
expect unlock additional growth opportunity accelerate strategic ambition propose combination novozyme chr,positive
hansen create lead global biosolution partner,neutral
together able continue momentum two company further leverage growth synergy cross selling strong innovation capability,positive
very excited potential combination,neutral
bring together two high perform complementary company shared purpose advanced capability unleash full potential biosolution generate significant value customer employee shareholder society large,neutral
organic sale growth come report ebit margin solid special item cost relate propose combination chr,positive
free cash flow acquisition dkk billion execute diligently strategy provide long term shareholder value,neutral
deliver double digit growth across three five business area,positive
bioenergy see strong growth across region solution drive innovative impactful portfolio favorable market environment,positive
deliver broad base growth food beverage human health lead innovation consumer focus healthy choice environment focus optimization,positive
strong performance grain tech processing drive innovation favorable market condition,positive
agriculture animal health nutrition see solid performance household care line expectation,positive
consistent growth show strategy relevant ever,positive
root ability use power biotech address worldo big challenge unlock sustainable growth customer investor society company,positive
year grow core business expand area see strong growth potential,positive
apply value technology across multiple application area especially emerge market deliver organic growth,positive
biosolution demand enable customer improve profitability reduce impact environment deliver product meet grow consumer demand healthy food beverage,neutral
very excited potential novozymes chr,neutral
launch biosolution meet customer include innova yeast enable bioenergy customer make production process efficient maximize ethanol yield frontia solution enable corn starch sweetener manufacturer increase yield save energy cut co emission,positive
support household care customer meet consumer expand freshness platform launch new biosolution include carezyme solution extend lifetime clothe help reduce textile waste,neutral
dsm novozymes alliance launch hiphoriusa help poultry producer achieve sustainable profitable protein production,neutral
use biotech capability accelerate growth biohealth human nutrition,positive
realize synergy cross selling combine capability recent acquisition core r production capability accelerate product development scale up commercialization,neutral
launch biosolution help consumer address digestive oral health concern include biofresha clean unique enzymatic combination enable consumer clean protect tooth maintain healthy oral microbiome,neutral
year also strengthen commercial leadership capability become even strong partner customer,neutral
invest new competence equipment co create customer food health space strengthen investment consumer market insight increasingly align innovation agenda unmet consumer,neutral
due overall input cost increase commercial organization also engage customer pricing ensure capture fair share value biosolution,neutral
see visible impact pricing discussion expect accelerate,neutral
result make possible thank employee show commitment adaptability time change,neutral
board director executive leadership team proud thankful zymer contribution novozymeso strategy purpose,neutral
see strong pull towards sustainability,positive
customer look way increase crop yield protect environment produce efficiently use raw material well reduce carbon emission,positive
also keen improve performance product meet consumer healthy nutritious food beverage,neutral
able meet biosolution,neutral
transport sector alone help save million tonne co emission enable production low carbon fuel equivalent take million car off road,neutral
go forward number passenger car continue increase electric car gain momentum low carbon fuel play important role decarbonize transportation include marine aviation sector,positive
biosolution also play role transform food system ensure nutritious food beverage grow population,neutral
example enable production tasty plant base food affordable price include protein produce fermentation reduce carbon emission up compare animal protein,neutral
potential significant time shift paradigm rely fossil energy source green resilient paradigm,neutral
novozymes work hard catalyze change,neutral
guide purpose otogether find biological answer well life grow world leto rethink tomorrowo work customer consumer government academia many enable healthy planet,neutral
committed accelerate climate neutral society transform food system enable healthy life revenue come biosolution contribute one three commitment,neutral
go forward continue expand reach biosolution maximize percentage sale enable well world,neutral
sustainability dna novozymes succeed combine financial nonfinancial performance,neutral
conclude nonfinancial milestone target set new target operation employee society,neutral
year continue develop organization nourish culture ensure thrive diverse inclusive community,neutral
very proud employee engage believe novozyme great culture excited companyos future,neutral
result achieve score zymer spirit index above target among high scoring company external market benchmark,positive
also continue nurture diverse inclusive organization achieve score nuture diversity index alignment target,positive
senior management consist woman man track achieve gender balance,neutral
guide new nonfinancial target continue promote workplace employee stay safe thrive grow contribute worktime community outreach activity,neutral
global leader commit help build net zero future,neutral
reduce co emission operation baseline source electricity renewable source,negative
additionally take bold step reduce carbon emission entire supply chain aim reach net zero,neutral
proud among first company world net zero target across scope validate science base target initiative,neutral
beyond own wall engage many stakeholder demonstrate biosolution accelerate green transition create sustainable growth generate low carbon job,positive
participate world economic forumos annual meeting n general assembly cop advocate biosolution means limit global temperature increase support equitable transition green economy,positive
keep up important work include continue collaborate b team world economic forum n,neutral
global compact international chamber commerce n foundation many,neutral
world everchange but novozymes stand solid ground,positive
carry great momentum see forward set organic sale growth expectation,positive
seek shareholder regulatory approval propose combination novozyme chr,neutral
hansen well prepare post merger integration,neutral
propose combination expect complete q q,neutral
guide purpose strategy continue allocate resource big impact already explore way meet future societal biosolution carbon capture plastic degradation,neutral
continue expand reach biosolution unlock growth customer shareholder company meet urgent world,positive
exciting journey begin,neutral
thank employee customer partner shareholder trust place novozyme continued collaboration rethink tomorrow together,neutral
mat willoch rettedal mat willoch rettedalg gaz es ue,neutral
exceptional year lego group,neutral
achieve record top bottom line result accelerate strategic initiative,positive
strong momentum year continue outpace challenge toy industry gain market share,positive
also make good progress towards goal make lego brick sustainable include increase amount renewable recycled raw material buy make product,neutral
performance drive strong demand diverse portfolio excellent execution across market resilient supply chain,positive
throughout year continue leverage portfolio around half new grow fan age interest,neutral
kid always main focus see increased demand among teenager adult lego botanical collection attract new builder lego brand,neutral
continue invest improve shopper experience across channel include lego brand store store belong retail partner,neutral
deliberate timely investment previous year pay off build strong financial foundation allow far increase investment long term growth,positive
also accelerate spending strategic area include sustainability digital technology,positive
half material purchase produce sustainable source double share mass balance purchase percent translate estimate average percent material renewable source,neutral
additional three percent material use make product come segregate sustainable source,neutral
reduce use virgin fossil material,negative
investment also see make good progress capacity expansion,neutral
successfully carry test run new factory vietnam construction new factory progress well,neutral
also continue expand factory mexico hungary china,neutral
addition celebrate groundbreaking third campus headquarters billund denmark,neutral
play form never important one proud moment year adoption united nations general assembly international day play june celebration partner believe vital current future generation,neutral
indeed ability company make positive difference child around world ultimately make lego group success,positive
grateful talented employee work dedication inspire develop builder tomorrow,neutral
never see well opportunity danfoss,neutral
momentum clearly reflect annual result danfoss deliver good result history strong financial position,positive
several significant highlight demonstrate transformation commitment long term growth strengthen core business start year launch danfoss climate solution,positive
new segment hold lead position within sustainable energy efficient heating cool technology solution building cold chain industry infrastructure significant further growth potential,positive
august close acquisition eatonos hydraulic business,neutral
welcome new colleague create one lead most innovative mobile industrial hydraulic company world,neutral
danfoss power solution provide unmatched system capability within mobile industrial hydraulic fluid conveyance electrification software,neutral
strengthen position electrification automotive marine off highway industry see significant growth fast grow pipeline,positive
danfoss drive segment benefit increase demand hybrid fully electric drivetrain marine industry,neutral
strong momentum also reflect record result top bottom line growth robust cash flow healthy balance sheet despite acquisition eatonos hydraulic business,positive
see growth across segment region,positive
sale reach eur billion up against,neutral
growth drive very strong demand energyefficient product solution lead organic growth well add sale acquisition eatonos hydraulic business,positive
ebita up against lead ebita margin against last year despite component shortage inflationary cost increase raw material freight,neutral
make record level investment innovation capacity expansion digitalization include one erp significantly improve serve customer,positive
reach target double energy productivity factory globally nine year ahead time,neutral
make most proud team continue navigate pandemic significant supply chain challenge time deliver transformational record year,positive
unfortunately significant challenge affect service customer,neutral
furthermore three business segment impact inflation,negative
continue everything serve customer continue high investment capacity expansion innovation digitalization danfoss,positive
top priority remain health safety team,neutral
therefore proud lose time injury frequency ltif end record low level demonstrate safety first approach,positive
time employee engagement score continue rise,neutral
danfoss take big bold step put sustainability core strategy,neutral
ambition clear target submit validate science base target initiative sbti,neutral
new esg target ambition danfoss ready take great responsibility planet people,neutral
look towards danfoss aspire lead position within decarbonization circularity diversity inclusion,neutral
read sustainability result ambition integrate annual report,neutral
june unique opportunity showcase costeffective technology iea hold annual global conference energy efficiency snderborg home danfoss,neutral
iea invite leader over world inspire revisit nationally determine contribution ndc increase climate action,positive
like sincerely thank customer partner cooperation danfoss team engagement dedication outstanding teamwork make everything possible,neutral
look back over lego group fill pride humility gratitude,neutral
proud extraordinary agility resilience colleague keep world play pandemic,neutral
humble million family around world turn lego play help get challenging time,negative
grateful part family own company support most continue build sustainable business set thrive generation,neutral
pandemic change almost every aspect live work one constant teamos focus bring power learn play child family,neutral
dedication contribute very strong financial performance double digit top bottom line growth,positive
very pleased result like thank everyone lego group contribute success,neutral
passion dedication lego colleague inspiring respond extraordinary challenge way couldnot imagine,neutral
strong momentum see also product focused long term strategic investment programme,positive
past two year lego group step up investment drive long term growth innovate play build lego brand innovate retail ecosystem expand new market reach child around world,positive
see early benefit investment,neutral
strong diverse portfolio attract builder age,positive
launch lego super marioa introduce entirely new way play one most successful new theme,positive
global brand campaign orebuild worldo resonate family everywhere,neutral
investment e commerce platform allow fan continue shop store close,neutral
reach child china open new store launch lego monkie kida first theme inspire local legend,neutral
pandemic pause million childreno education close down community disrupt supply chain work support most,neutral
bring learn play home around world digital campaign letsbuildtogether,neutral
lego foundation donate fund support covid relief local community,neutral
repurpose factory make visor frontline health professional,neutral
also step up effort positive impact environment society child inherit,positive
announce plan invest up usd million dkk billion over three year accelerate environmental social responsibility initiative,neutral
late move trialle replacement single use plastic bag product paper inspire part letter hundred child,neutral
take letter seriously read respond one,neutral
thatos look child role model,neutral
creativity drive eighty year continue,neutral
also drive invest grow ensure continue inspire develop builder tomorrow generation come,neutral
jyske bank earning per share dkk high level jyske bankos history,positive
earning reflect significantly high level activity danish economy favourable financial market,positive
effect target initiative deposit rate fee change increase growth bank loan historically good credit quality well organisational adjustment also contribute result,positive
moreover jyske bank employee demonstrate high degree flexibility,neutral
jyske bank good position also generate value client employee shareholder come year bank anticipate able still report positive financial development earning per share dkk,positive
jyske bank capital position still very solid form basis consolidation growth initiative expect affect jyske bank also year follow states anders dam manage director ceo,positive
year see favourable development danish economy result new employment record,positive
development attribute among thing reopening danish economy covid vaccine rollout global economic recovery,neutral
growth prospect danish economy also positive even though covid pandemic difficulty recruit employee several industry supply chain pressure rise energy price commodity shortage contribute increase level uncertainty relate future economic trend,positive
period covid pandemic social restriction far strengthen clientso wish solve financial requirement digitally,neutral
jyske bank introduce series improve function jyske mobilbank platform form among thing extend self service solution relate mortgage loan comprehensive asset pension overview well jyske neminvestere,positive
addition simple digital access groupos service jyske bank also meet clientso wish easily accessible personal specialised advice,neutral
jyske bank merge several private client branch pave way high degree specialisation advantage client employee,neutral
also jyske bank voxmeter award well private banking sixth year end receive prize jobindex high job satisfaction financial sector,positive
generally jyske bank recent year focus optimization business significant income cost cutting measure include reduce deposit rate change fee structure major organisational adjustment instance retail client business concept,negative
further initiative introduce april new client programme view secure profitable manner jyske bank fulfil promise personal client regard accessibility personal competent advice well good fast service,neutral
client programme increase degree strengthen incentive client concentrate banking activity jyske bank underpin loyalty most profitable client enhance profitability client small business volume,neutral
moreover jyske bank certain product customer segment launch growth initiative business area,positive
fuel expectation high earning private corporate client business leasing activity well wealth management,neutral
most recent example growth initiative newly establish cooperation agreement insurance company kbstdernes forsikring jyske forsikring volvo car denmark get off good start,positive
add newly establish debt solution department competency capital market corporate client legal division gather view meet grow demand large corporate client tailored financing arrangement,neutral
jyske bank first danish bank achieve high possible esg rating msci,positive
furthermore jyske bank group join net zero asset manager initiative hence oblige net carbon neutral investment no later,neutral
order contribute jyske bank climate action affect worldo large corporate carbon emitter,neutral
group launch green mortgage loan construction loan corporate client jyske realkredit increase transparency institutionos loan property energy consumption member energy efficient mortgage label,neutral
jyske bankos target offset carbon emission electricity heating own car virtually meet,neutral
