Sentence,Sentiment
these are positive signs for the industry,positive
focusing solely on concession payments as key decision criteria in auctions risks putting additional pressure on the supply chain and leaves limited room for investing in scaling manufacturing capacity,neutral
for offshore wind regaining momentum is crucial to realise the strong value proposition it offers for societies and its key role in the renewable energy transition,positive
we continue to engage stakeholders and partners to jointly overcome challenges to create a renewable secure and affordable energy system,neutral
we are dedicated to restoring our capital structure and we will work disciplined towards our long term growth ambition for through prioritised growth options with the highest potential for value creation,positive
we have learned from this year s challenges and we are adapting our operating model to further strengthen our ability to shape and lead our industry,neutral
we remain optimistic about the future of the renewable energy industry,neutral
the global ambitions for renewable energy have never been higher,neutral
most recently we saw this at cop where more than governments agreed to work together to triple the world s renewable energy capacity by,neutral
we are confident we can be a key contributor in accelerating the renewable build out in the years to come,neutral
novozymes stands on a solid foundation,positive
we have delivered strong growth and earnings in a volatile market environment by leveraging the strength of our well diversified portfolio unique production capabilities and broad market presence,positive
we are delivering on our strategy ounlocking growth powered by biotecho and we are confident that we will achieve our long term ambition of doubling our sales by,positive
we expect to unlock additional growth opportunities and accelerate our strategic ambition by the proposed combination of novozymes and chr,positive
hansen to create a leading global biosolutions partner,neutral
together we will be able to continue the momentum of the two companies and further leverage growth synergies from cross selling and strong innovation capabilities,positive
we are very excited about the potential of this combination,neutral
by bringing together these two high performing complementary companies with a shared purpose and advanced capabilities we can unleash the full potential of biosolutions and generate significant value for our customers employees shareholders and society at large,neutral
in our organic sales growth came in at and our reported ebit margin was at a solid and before special items which are costs related to the proposed combination with chr,positive
our free cash flow before acquisitions was dkk billion and we are executing diligently on our strategy to provide long term shareholder value,neutral
we delivered double digit growth across three out of five business areas,positive
bioenergy saw strong growth across regions and solutions driven by our innovative and impactful portfolio in a favorable market environment,positive
we delivered a broad based growth in food beverages human health led by innovation consumers focusing on healthy choices and an environment focused on optimization,positive
our strong performance in grain tech processing was driven by innovation and favorable market conditions,positive
agriculture animal health nutrition saw a solid performance and household care was in line with expectations,positive
our consistent growth in shows that our strategy is more relevant than ever,positive
it is rooted in our ability to use the power of biotech to address some of the worldos biggest challenges while unlocking sustainable growth for our customers our investors societies and our company,positive
during the year we grew our core business and expanded into areas where we see a strong growth potential,positive
we applied the value of our technologies across multiple application areas especially in emerging markets where we delivered organic growth,positive
our biosolutions were in demand as they enabled our customers to improve profitability while reducing their impact on the environment and to deliver products that meet the growing consumer demand for healthier foods and beverages,neutral
we are very excited about the potential of the novozymes chr,neutral
we launched biosolutions to meet customer needs including our innova yeasts which enable bioenergy customers to make their production processes more efficient and to maximize ethanol yields and our frontia solution which enables corn starch and sweetener manufacturers to increase yields save energy and cut co emissions,positive
we supported our household care customers in meeting consumer needs by expanding our freshness platform and launching new biosolutions including our carezyme solutions which extend the lifetime of clothes and help reduce textile waste,neutral
through the dsm novozymes alliance we launched hiphoriusa to help poultry producers achieve a more sustainable and profitable protein production,neutral
using our biotech capabilities we accelerated growth in biohealth and human nutrition,positive
we realized synergies by cross selling and combining capabilities between our recent acquisitions and our core r d and production capabilities to accelerate product development scale up and commercialization,neutral
we launched biosolutions that help consumers address digestive and oral health concerns including biofresha clean a unique enzymatic combination that enables consumers to clean and protect teeth and maintain a healthy oral microbiome,neutral
during the year we also strengthened our commercial leadership and capabilities to become an even stronger partner for our customers,neutral
we invested in new competences and equipment to co create with our customers in the food and health space and we have strengthened our investment in consumer and market insights to increasingly align our innovation agenda with unmet consumer needs,neutral
due to overall input cost increases our commercial organization also engaged with customers on pricing to ensure that we capture a fair share of value from our biosolutions,neutral
we saw a visible impact from our pricing discussions and expect this to accelerate into,neutral
our results in were made possible thanks to our employees who have shown commitment and adaptability during times of change,neutral
the board of directors and the executive leadership team are proud of and thankful for our zymers and their contribution to novozymeso strategy and purpose,neutral
we saw a strong pull towards sustainability in,positive
our customers looked for ways to increase crop yields while protecting the environment produce more efficiently use raw materials better and reduce carbon emissions,positive
they were also keen on improving the performance of their products to meet consumer needs for healthier and more nutritious foods and beverages,neutral
we were able to meet all these needs with our biosolutions,neutral
in the transport sector alone we helped save million tonnes of co emissions in by enabling the production of low carbon fuels that is the equivalent of taking million cars off the road,neutral
going forward the number of passenger cars will continue to increase and while electric cars are gaining more momentum low carbon fuels will play an important role in decarbonizing transportation including in the marine and aviation sectors,positive
our biosolutions also play a role in transforming food systems to ensure nutritious foods and beverages for a growing population,neutral
for example we enable the production of tastier plant based foods at affordable prices including proteins produced by fermentation which can reduce carbon emissions by up to compared to animal protein,neutral
the potential is significant and now is the time to shift from a paradigm that relies on fossil energy sources to a greener and more resilient paradigm,neutral
novozymes is working hard to catalyze this change,neutral
guided by our purpose otogether we find biological answers for better lives in a growing world letos rethink tomorrowo we work with our customers consumers governments academia and many others to enable a healthier planet,neutral
we are committed to accelerating a climate neutral society transforming food systems and enabling healthier lives and more than of our revenue in came from biosolutions that contributed to one or more of these three commitments,neutral
going forward we will continue to expand the reach of our biosolutions and maximize the percentage of our sales that enables a better world,neutral
sustainability is in our dna and novozymes succeeds by combining our financial and nonfinancial performance,neutral
in we concluded our nonfinancial milestone targets and have set new targets for for our operations employees and society,neutral
during the year we continued to develop our organization nourish our culture and ensure a thriving diverse and inclusive community,neutral
we are very proud to have employees who are engaged believe that novozymes has a great culture and who are excited about our companyos future,neutral
as a result we achieved a score of on our zymer spirit index which was above our target and among the highest scoring companies in an external market benchmark,positive
we also continued to nurture a diverse and inclusive organization and achieved a score of on our nuture diversity index which was in alignment with our target,positive
our senior management consisted of women and men and we are on track to achieve gender balance by,neutral
guided by our new nonfinancial targets we will continue to promote a workplace where employees can stay safe thrive grow and contribute their worktime to community outreach activities,neutral
as a global leader we are committed to help building a net zero future,neutral
in we reduced the co emissions from our operations by from a baseline and we sourced of our electricity from renewable sources,negative
additionally we have taken bold steps to reduce carbon emissions from our entire supply chain with the aim of reaching net zero by,neutral
we are proud to be among the first companies in the world to have our net zero target across scopes and validated by the science based targets initiative,neutral
beyond our own walls we engage with many stakeholders to demonstrate how biosolutions can accelerate a green transition create sustainable growth and generate low carbon jobs,positive
in we participated in the world economic forumos annual meeting the you n general assembly and cop to advocate for biosolutions as a means of limiting the global temperature increase and supporting a just and equitable transition to a green economy,positive
we will keep up this important work in including by continuing to collaborate with the b team the world economic forum the you n,neutral
global compact international chamber of commerce the you n foundation and many others,neutral
the world is everchanging but novozymes stands on solid ground,positive
we will carry the great momentum we saw in forward into and we have set an organic sales growth expectation of in,positive
during we will seek shareholder and regulatory approvals for the proposed combination between novozymes and chr,neutral
hansen as well as prepare for the post merger integration,neutral
the proposed combination is expected to be completed in q or q,neutral
guided by our purpose and strategy we will continue to allocate resources where they have the biggest impact and we are already exploring ways to meet future societal needs with biosolutions such as in carbon capture and plastic degradation,neutral
by continuing to expand the reach of our biosolutions we will unlock growth for our customers our shareholders and our company while meeting urgent world needs,positive
we are on an exciting journey that has only just begun,neutral
we thank our employees customers partners and shareholders for the trust they place in novozymes and for our continued collaboration to rethink tomorrow together,neutral
mats willoch rettedal mats willoch rettedalg of s gaz es ue,neutral
was an exceptional year for the lego group,neutral
we achieved record top and bottom line results all while accelerating our strategic initiatives,positive
through our strong momentum during the year we continued to outpace a challenged toy industry and gain market share,positive
we also made good progress towards our goal of making lego bricks more sustainable including increasing the amount of renewable and recycled raw materials we buy to make our products,neutral
the performance was driven by strong demand for our diverse portfolio excellent execution across all markets and our resilient supply chain,positive
throughout the year we continued to leverage our portfolio around half of which was new to grow with fans of all ages and interests,neutral
while kids will always be our main focus we saw increased demand among teenagers and adults with our lego botanical collection which attracted new builders to the lego brand,neutral
we continued to invest in improving the shopper experience across all channels including in our lego branded stores and the stores belonging to our retail partners,neutral
deliberate and timely investments in previous years are paying off and we have built a strong financial foundation that allows us to further increase investments for long term growth,positive
we also accelerated spending in strategic areas including sustainability and digital technology,positive
half of the materials purchased in were produced with sustainable sources we more than doubled the share of our mass balance purchases to percent translating to an estimated average of percent material from renewable sources,neutral
an additional three percent of the materials we use to make our products came from segregated sustainable sources,neutral
by doing so we have reduced the use of virgin fossil materials,negative
our investments also saw us make good progress on our capacity expansions,neutral
we successfully carried out test runs at our new factory in vietnam and the construction of a new factory in the you s is progressing well,neutral
we also continued to expand our factories in mexico hungary and china,neutral
in addition we celebrated the groundbreaking of a third campus at our headquarters in billund denmark,neutral
play in all forms has never been more important and one of the proudest moments for me this year was the adoption by the united nations general assembly of the international day of play on june a celebration we and our partners believe is vital for current and future generations,neutral
indeed it is our ability as a company to make a positive difference for children around the world that ultimately makes the lego group a success,positive
i am grateful to our more than talented employees who work with such dedication to inspire and develop the builders of tomorrow,neutral
we have never seen better opportunities for danfoss,neutral
our momentum is clearly reflected in our annual results danfoss has delivered the best results in our history and we are in a strong financial position,positive
there are several significant highlights demonstrating the transformation and our commitment to long term growth that strengthen our core business we started the year by launching danfoss climate solutions,positive
this new segment holds leading positions within sustainable and energy efficient heating and cooling technology and solutions for buildings cold chains industry and infrastructure with significant further growth potential,positive
in august we closed the acquisition of eatonos hydraulics business,neutral
we welcomed new colleagues and created one of the leading and most innovative mobile and industrial hydraulics companies in the world,neutral
with this danfoss power solutions provides unmatched systems capabilities within mobile and industrial hydraulics fluid conveyance electrification and software,neutral
we strengthened our position in electrification and the automotive marine and off and on highway industries where we saw significant growth and a fast growing pipeline,positive
our danfoss drives segment benefitted from the increasing demand for hybrid and fully electric drivetrains and marine industries,neutral
the strong momentum is also reflected in record results for both top and bottom line growth robust cash flow and a healthy balance sheet despite the acquisition of eatonos hydraulics business,positive
we saw growth across all segments and regions,positive
sales reached eur billion up against,neutral
growth was driven by very strong demand for our energyefficient products and solutions leading to organic growth of as well as added sales from the acquisition of eatonos hydraulics business,positive
ebita was up against leading to ebita margin of against last year despite components shortages and inflationary cost increases on raw materials and freight,neutral
we made record level of investments in innovation capacity expansion and digitalization including one erp which will significantly improve how we serve our customers,positive
and we reached our target of doubling the energy productivity in our factories globally nine years ahead of time,neutral
what makes me most proud is how our teams have continued to navigate the pandemic and significant supply chain challenges and at the same time delivered a transformational record year,positive
unfortunately these significant challenges affected our service to customers,neutral
furthermore all three business segments were impacted by inflation,negative
we continue to do everything we can to serve our customers and we continue our high investments in capacity expansion innovation and digitalization of danfoss,positive
our top priority remains the health and safety of our team,neutral
therefore we are proud that lost time injury frequency ltif ended at a record low level of demonstrating our safety first approach,positive
at the same time the employee engagement score continued to rise during,neutral
in danfoss is taking a big and bold step to put sustainability at the core of our strategy,neutral
the ambitions are clear and our targets have been submitted and are being validated by the science based targets initiative sbti,neutral
with the new esg targets and ambitions danfoss is ready to take greater responsibility for the planet and our people,neutral
looking towards danfoss aspires to leading positions within decarbonization circularity and diversity inclusion,neutral
you can read more about our sustainability results and ambitions in this integrated annual report,neutral
in june we have a unique opportunity to showcase our costeffective technologies when the iea holds its annual global conference on energy efficiency in snderborg home to danfoss,neutral
the iea has invited leaders from all over the world to be inspired before they revisit their nationally determined contributions ndcs to increase climate action,positive
i would like to sincerely thank our customers and partners for their cooperation and the danfoss team for their engagement dedication and outstanding teamwork that made everything possible,neutral
as i look back over for the lego group i am filled with pride humility and gratitude,neutral
proud of the extraordinary agility and resilience of our colleagues who kept the world playing during the pandemic,neutral
humble that millions of families around the world turned to lego play to help them get through a challenging time,negative
and grateful to be part of a family owned company who supports those most in need while continuing to build a sustainable business set to thrive for generations,neutral
while the pandemic changed almost every aspect of how we live and work the one constant was our teamos focus on bringing the power of learning through play to children and families,neutral
this dedication contributed to very strong financial performance in with double digit top and bottom line growth,positive
we are very pleased with these results and i would like to thank everyone in the lego group who contributed to this success,neutral
the passion and dedication of all our lego colleagues is inspiring and they responded to extraordinary challenges in ways we couldnot have imagined,neutral
the strong momentum we saw in was also the product of a focused long term and strategic investment programme,positive
for the past two years the lego group has stepped up investments in driving long term growth through innovating play building the lego brand innovating the retail ecosystem and expanding into new markets to reach more children around the world,positive
in we saw early benefits of these investments,neutral
a strong diverse portfolio attracted builders of all ages,positive
the launch of lego super marioa introduced an entirely new way to play and was one of our most successful new themes,positive
our global brand campaign orebuild the worldo resonated with families everywhere,neutral
investments in our e commerce platforms allowed fans to continue to shop while stores closed,neutral
and we reached more children in china through opening new stores and launching lego monkie kida the first theme inspired by a local legend,neutral
as the pandemic paused millions of childrenos education closed down communities and disrupted supply chains we worked to support those most in need,neutral
we brought learning through play to homes around the world through our digital campaign letsbuildtogether,neutral
with the lego foundation we donated funds to support covid relief in local communities,neutral
and we repurposed our factories to make visors for frontline health professionals,neutral
we also stepped up our efforts to have a positive impact on the environment and society our children will inherit,positive
we announced our plans to invest up to usd million dkk billion over three years to accelerate our environmental and social responsibility initiatives,neutral
our latest move trialling the replacement of single use plastic bags in our products with paper was inspired in part by letters from hundreds of children,neutral
we take these letters seriously and read and respond to each one,neutral
thatos because we look to children as our role models,neutral
their creativity has driven us for more than eighty years and continues to do so,neutral
it is also what drives us to invest and grow to ensure we can continue to inspire and develop the builders of tomorrow for generations to come,neutral
jyske bank s earnings per share of dkk for is the highest level in jyske bankos history,positive
the earnings reflect a significantly higher level of activity in the danish economy and favourable financial markets,positive
the effect of targeted initiatives such as deposit rate and fee changes increasing growth of bank loans historically good credit quality as well as organisational adjustments also contributed to the results,positive
moreover jyske bank s employees have demonstrated a high degree of flexibility,neutral
jyske bank is in a good position also to generate value for clients employees and shareholders in the coming years and the bank anticipates that for it will be able still to report a positive financial development with earnings per share of dkk,positive
jyske bank s capital position is still very solid and forms the basis of both consolidation and growth initiatives that are expected to affect jyske bank also in the years following o states anders dam managing director and ceo,positive
the year saw a favourable development of the danish economy resulting in a new employment record,positive
the development could be attributed among other things to the reopening of the danish economy the covid vaccine rollout and a global economic recovery,neutral
the growth prospects for the danish economy are also positive even though the covid pandemic difficulties recruiting employees in several industries supply chains under pressure rising energy prices and commodity shortages contribute to an increased level of uncertainty relating to the future economic trends,positive
the period with the covid pandemic and social restrictions have further strengthened the clientso wish to solve their financial needs and requirements digitally,neutral
in jyske bank introduced a series of improved functions on the jyske mobilbank platform in the form of among other things extended self service solutions relating to mortgage loans a comprehensive asset and pension overview as well as jyske neminvestering,positive
in addition to simple and digital access to the groupos services jyske bank also meets its clientso wishes for easily accessible personal and specialised advice,neutral
in jyske bank merged several private client branches which paves the way for a higher degree of specialisation to the advantage of both clients and employees,neutral
also jyske bank was by voxmeter awarded best at private banking for the sixth year on end and received a prize from jobindex for the highest job satisfaction in the financial sector,positive
generally jyske bank has in recent years focused on optimization of the business through significant income and cost cutting measures including reduced deposit rates changes in the fee structure and major organisational adjustments for instance in retail clients and business concepts,negative
a further initiative that will be introduced as of april is a new client programme with a view to securing that in a profitable manner jyske bank can fulfil its promise to all personal clients as regards accessibility personal and competent advice as well as good and fast service,neutral
the client programme will to an increasing degree strengthen the incentive for clients to concentrate their banking activities with jyske bank underpin the loyalty of the most profitable clients and enhance the profitability on clients with a small business volume,neutral
moreover jyske bank has for certain products and customer segments launched growth initiatives in the business areas,positive
this fuels expectations of higher earnings on private and corporate client business leasing activities as well as on wealth management,neutral
the most recent examples of growth initiatives are the newly established cooperation agreements with the insurance company kbstdernes forsikring jyske forsikring and volvo car denmark both of which got off to a good start in,positive
to this must be added the newly established debt solutions department where competencies from capital markets corporate clients and the legal division are gathered with a view to meeting the growing demand from large corporate clients for tailored financing arrangements,neutral
in jyske bank was the first danish bank to achieve the highest possible esg rating from msci,positive
furthermore the jyske bank group joined the net zero asset managers initiative and is hence obliged to net carbon neutral investments no later than,neutral
in order to contribute to this jyske bank will through climate action affect the worldos largest corporate carbon emitters,neutral
the group has launched green mortgage loans and construction loans to corporate clients and jyske realkredit increased the transparency about the institutionos loans to properties and their energy consumption by being a member of energy efficient mortgage label,neutral
jyske bankos target for offsetting carbon emission from electricity heating and own cars was virtually met in,neutral
on the whole the initiatives ensure that jyske bank will have a strong position to grow and still generate value for clients employees and shareholders as well as to support consolidation in the danish banking sector in the years to come,positive
the net profit for the year of dkk m corresponds to a return on equity of p a,positive
compared to dkk m and p a respectively in,neutral
earnings per share rose to dkk from dkk,neutral
in terms of the number of shares outstanding at the end of the year earnings per share rose to dkk from dkk,neutral
the significantly higher results must be seen in the context of the fact that the results for were adversely affected by a management s estimate of impairment charges after the outbreak of covid,negative
add to this among other things a favourable development in the financial markets and a broadly based high level of activity in,positive
jyske bankos business volume increased in,neutral
put together bank loans and advances increased at the highest rate since,positive
thus leasing and car financing rose by particularly fuelled by financing of corporate equipment while loans and advances under banking activities rose by with increasing growth in lending to corporate clients,positive
nominal mortgage loans rose by due to higher loans to corporate clients,neutral
bank deposits fell by which was also primarily caused by corporate clients,neutral
core income rose by relative to,neutral
the increase could primarily be attributed to a growing business volume supplemented by the above mentioned initiatives relating to deposit rates and fee structure,positive
to this must be added the effects from a high level of activity favourable financial markets and good sales conditions in the second hand car market,positive
core expenses rose by compared to,neutral
the increase can be attributed to the completion of a new capital market platform in,positive
adjusted for one off effects of dkk m in and of dkk m in core expenses fell by,neutral
the decrease can primarily be attributed to a reduction in the number of full time employees,negative
through tight cost control jyske bank has for many years more than compensated for the cost inflation,negative
loan impairment charges amounted to an income of dkk m despite an increase by dkk m to dkk m of the management s estimate for impairment charges,positive
by comparison loan impairment charges amounted to an expense of dkk m in when a management s estimate for impairment charges was made due to the covid pandemic,negative
the credit quality is still very solid with a low level of realised losses and non performing loans and advances,positive
jyske bankos common equity tier capital ratio was at the end of calculated at corresponding to an excess capital adequacy of dkk bn relative to regulatory requirements,neutral
by comparison jyske bank s target range for the common equity tier capital ratio is,neutral
in jyske bank issued senior preferred senior non preferred debt as well as subordinated debt and additional tier capital,neutral
the issues primarily re financed redeemed capital and debt instruments over the same period and will result in considerable interest savings for the shareholders in the coming years,neutral
moreover in a share repurchase of dkk bn was completed,neutral
in early february the current share repurchase programme of dkk bn was raised by dkk bn and extended until july,positive
jyske bank anticipates earnings per share at dkk for,neutral
this corresponds to net profit of dkk bn bn as described in the corporate announcement no,positive
for the business volume is expected to be affected by increasing bank loans as well as increasing nominal mortgage loans in particular to corporate clients,neutral
core income may fall in due to lower value adjustments than in,neutral
core expenses exclusive of one off expenses are expected to decline in compared to,negative
it is expected that loan impairment charges will amount to an income in,negative
also in the world was impacted by the covid pandemic,neutral
people and businesses around the world faced immense challenges to health to livelihoods and to global supply chains,neutral
moller maersk globally we have lost more than colleagues to covid and many more colleagues have lost friends and family members,neutral
we remained focused on protecting our people supporting our customers and contributing to society by keeping goods flowing despite very challenging conditions,negative
this was only possible through the incredible commitment and efforts from our employees around the world,neutral
moller maersk was a diversified conglomerate,neutral
we are now well on our way to becoming a fully integrated logistics company that offers ocean air and land transportation as well as fulfilment services and digital supply chain management to our customers globally,neutral
the vision we defined in of becoming the global integrator of container logistics connecting and simplifying our customers supply chains has been validated by customer demand over the last two years,neutral
our strategy of offering end toend and integrated logistics based on control of crucial capacity ships containers warehouses ports and aircrafts has delivered massive growth in logistics services,positive
after decades of optimisation keeping cost and inventory to a minimum many customers now see the need to rethink their supply chain as resilience flexibility connectivity and the ability to rapidly respond to supply chain shocks have become key competitiveness drivers,neutral
as a result logistics is moving up the strategic agenda,positive
the conversations with our customers changed during the year from procurement led freight rate discussions to more holistic partnership based discussions focused on how we truly partner with them to solve their problems and keep their supply chains running end to end,neutral
exceptional market conditions led to record high growth and profitability in a p,positive
moller maersk due to significant increase in container freight rates in ocean,positive
in response to the extraordinary market situation we expanded the fleet and container capacity grew our global warehousing footprint and increased the terminal capacity,neutral
while we spent a tremendous effort on mitigating impacts to our customers we also made fundamental strategic progress in building a more stable more profitable ocean business that is less affected by industry dynamics as we significantly increased the volumes carried on contracts based on expanded relationships with customers,positive
we have built a profitable growth engine in logistics services outperforming the market on top line growth,positive
we grew the logistics services business by in of which was organic growth predominantly with our largest customers in ocean,positive
in the coming years we expect to continue to grow organically well above market growth in logistics services,positive
during we made milestone acquisitions in logistics services to close capability gaps and strengthen our geographical presence,neutral
we have acquired well managed profitable businesses to super charge logistic growth through cross selling to our ocean customers,positive
we acquired visible supply chain management bc europe and huub bringing strong e commerce capabilities to a p,positive
moller maersk in north america and europe respectively,neutral
in the fall we announced the intended acquisition of senator international a leading air based logistics company with global reach,neutral
and at the end of we announced the intention to acquire lf logistics a significant contract logistics player with premium reputation and vast footprint across asia pacific,neutral
by bringing these companies into the a p,neutral
moller maersk group we further accelerate our ambition to be an end to end logistics partner fully capable of increasing ease flexibility and speed in our customeros supply chains,neutral
in our terminals business we set out to strengthen profitability by focusing on efficiency and utilisation a journey that already in resulted in strong financial performance with a roic of hence above our target of minimum,positive
we are thus well placed to continuously deliver strong and stable earnings in terminals despite adding resources to mitigate bottlenecks,positive
oin response to the extraordinary market situation we expanded the fleet and container capacity grew our global warehousing footprint and increased the terminal capacity,neutral
while we spent a tremendous effort on mitigating impacts to our customers we also made fundamental strategic progress o a key enabler of our strategy is the digital transformation where we have accelerated our activities during and we see increased digital adoption by our customers,positive
turnover on our maersk com platform maersk com twill net mobile edi reached usd bn as we have been rolling out new digital platforms to standardise and improve customer experience,neutral
during the year the traffic on maersk com increased by and search for our ocean products increased by,neutral
the number of bookings processed on our mobile app increased more than fold indicating a huge shift in how customers prefer to engage with us,neutral
additionally we offer instant booking confirmation for of the transactions on maersk com and provide an instant confirmation for delivery orders an industry first,neutral
as mentioned in the introduction the success of our transformation depends on our ability to retain and attract world class talent,neutral
we now have a strong product and engineering team of close to talented people,positive
during we welcomed more than new engineering colleagues and thereby we significantly reduced our dependence on external contractors,negative
during the year we have reframed our sustainability work into a comprehensive esg strategy establishing the multiple esg demands from stakeholders as a prerequisite for the successful delivery of our business strategy,positive
as we embark on integrating our updated esg ambitions across the business we are committed to tying performance on the key esg metrics to executive remuneration from,neutral
decarbonisation of logistics is the area where we can make the greatest impact,neutral
moller maersk took a leadership role with a strong commitment to decarbonise our shipping operations by and develop scalable solutions to help the entire industry reduce its carbon footprint,positive
since then we have continuously accelerated our actions and ambitions and are convinced that while shipping is a so called hard to abate industry there is a credible pathway to decarbonisation over the next two decades through green fuels based on power to x technology,neutral
the biggest immediate challenge is the availability and cost of the green fuels of the future,neutral
governments and industry must work together across the value chain to address this,neutral
in and early we took decisive action by ordering large container vessels capable of operating on green methanol to be delivered in and,positive
finally we can now launch new targets and a more ambitious vision to decarbonise not just shipping but our entire shipping and logistics business by ten years ahead of the original commitment and to halve our impact from scope and emissions over the next decade,neutral
we are committed to ensuring alignment of our targets with the science based degree pathway,neutral
we continue to be grateful for the strong support of our customers shareholders and societal stakeholders on this journey and we look forward to working with them in the coming years to build and scale a market for cost competitive decarbonised logistics solutions that will help take the worldos global supply chain in the direction of the c threshold by,positive
in addition our esg strategy also comprises core commitments on the social and governance dimensions we will ensure that our people thrive at work by providing a safe and inspiring workplace creating an engaging environment for all colleagues facilitating diversity of thought and ensuring that maersk is a safe place to work,neutral
and we are committed to ensuring that our business practices are responsible and transparent across our entire operations and supply chain with high standards of compliance and ensuring our employees act ethically and in accordance with our values,neutral
was the year a microscopic virus brought the world to a halt continued to bear its repercussions and knock on effects and many of the challenges faced in continued we continued to show strength and exceptional dedication to serve our customers and keep their supply chains running,neutral
as a result of the continuation of exceptional market conditions the financial performance of a p,neutral
moller maersk set new records and our results have enabled us to invest in our long term transformation digitisation and decarbonisation while at the same time providing our shareholders with solid cash returns,positive
the record high financial performance of has enabled us to accelerate the investment in our long term transformation digitisation and decarbonisation while at the same time providing our shareholders with solid cash returns,positive
in we will continue to focus on growing our logistics services business expanding our product portfolio across all relevant segments and increase cross selling to our customers to deliver profitable organic growth,positive
we will continue to close capability gaps and add digital platforms to our portfolio while harvesting the commercial synergies from the acquisitions announced in,neutral
in ocean our focus will be on developing existing products as well as continuing to increase the level of long term contracts serving the needs of our long standing customers with whom our integrated offering resonates the strongest,positive
further we remain focused on optimising our transportation network and cost structure to ensure earnings are stabilised delivering sustainable returns in our largest business,neutral
in terminals our focus continues to be on maintaining the current momentum on profitability while leveraging the synergies with the ocean and logistics services business,positive
finally we stand committed to restoring schedule reliability,neutral
the challenge is multi faceted and we have taken multi faceted action to make meaningful progress during and offer our customers a more consistent service despite highly challenging market conditions,negative
oin and early we took decisive action by ordering large container vessels capable of operating on green methanol to be delivered in and o we would like to thank our customers for trusting us with their supply chains during a highly uncertain year,positive
we will continue to do our utmost to serve their needs and alleviate disruptions that impact their businesses,neutral
massive and joint efforts are still needed to work through uncertainties triggered by the pandemic,neutral
we stay committed to contributing to a fast just and sustainable recovery,neutral
we would also like to thank our largest shareholder a p,neutral
moller holding a s and the board of directors for their competent guidance and support throughout the year,neutral
in dorothee blessing stepped down and we welcomed amparo moraleda as a new member of the board adding valuable and relevant experience within digital transformation remuneration and strategy,neutral
finally we thank our colleagues deeply for their truly extraordinary efforts to keep trade moving under such challenging conditions,negative
the company is as strong as ever our strategy is working and is being executed well and even more importantly we have laid the groundwork for long term sustainable growth,positive
it is a rare privilege for any company to reach its centenary and even more so to arrive at this milestone in a position of strength,neutral
as we reflect on years of driving change to defeat serious chronic diseases we nevertheless acknowledge that what got us here will not be enough to take us where we want to go,neutral
the choices we make at this pivotal moment for our company are key to shaping our long term vision one that extends beyond strengthening leadership positions in our core therapy areas to becoming a driving force for improving human health worldwide,neutral
as our business continues to grow so does our role in society,neutral
the global burden of serious chronic diseases casts a long shadow and demands innovative disruptive solutions that are as sustainable as they are impactful,neutral
our core contribution to this fight remains our industry leading therapeutic innovations which benefited more than million people living with serious chronic diseases in,neutral
yet we are also increasingly focused on prevention as we seek to understand and address the root causes of the diseases we treat,neutral
the unmet needs in type diabetes and obesity are growing by the day and the rising prevalence of these closely related threats to global health has created surging demand for our glp based therapies,neutral
this has enabled us to reach more patients than at any point in our year history contributing to strong sales growth across north america and international operations,positive
however it has also increased pressure on our supply chain resulting in periodic constraints across our portfolio as we strive to keep pace with demand,neutral
