Sentence,Sentiment
the goal is to secure the company s profitability and competitiveness,neutral
neste oil s board proposed eur dividend for the full year compared with eur a year ago,positive
basware einvoices oy will be merged into the parent company during the present fiscal period,neutral
fintech provider cafn cachet financial solutions surging forward today post earnings up https t co bjcski jkhy fisv momo,positive
before kemira s installation nordalu was producing tons of liquid and solid aluminum waste per year,neutral
he is a chartered accountant in british columbia and alberta as well as a certified public accountant in washington state,neutral
very recommendable is the nokian z g according to the adac judgement in the latest summer tyre test of the german automobile association adac,positive
the group s result before taxes was a loss of eur million,neutral
cash flow from operating activities before investments was eur million,neutral
exel is headquartered in mantyharju in finland,neutral
after barclays and bank of america citigroup has blockchain in sight,positive
google inc completes acquisition of icoa inc http stks co nfei icoa goog,positive
tsla looking good i would love to see a basing action here letting the rsi take a breather http stks co gtc,positive
this location makes the mall a convenient place to shop for consumers from three large residential areas nearby jaroszowka wysockiego and zgody,positive
the casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment at least the first side casing member being pivotable about a rotation axis,neutral
finland based elcoteq se a privately held provider of electronics manufacturing services to communications companies said thursday it signed a long term manufacturing supply deal with communications equipment company andrew corp,positive
rbs pays billion to scrap you k treasury s dividend rights,neutral
increased trust of our clients in yit can be seen as apartment sales accelerated,positive
talvivaara mining company plc talvivaara mining company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore,neutral
less than ten people will face pension agreements,neutral
the company s consolidated operating profit amounted to eur mn up from eur mn year on year,positive
astrazeneca to buy zs pharma for billion,positive
the program s target is structural cost reductions of about eur mn in,positive
our tools are specifically designed with the needs of both the business users and ict experts in mind,neutral
ahlstrom corporation seppo parvi cfo distribution main media www ahlstrom com ahlstrom in brief ahlstrom is a global leader in the development manufacture and marketing of high performance nonwovens and specialty papers,neutral
prior to the transaction whose financial terms have not been disclosed alma media owned of kotikokki net,neutral
ctrp not a bad long chart now that it is through sma resistance,positive
a merger between upm and finnish swedish stora enso is not likely either,neutral
hyg potential continuation uptrend on a charts http stks co tqp,positive
peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller,positive
operating profit for the nine month period increased from eur m while net sales increased from eur m as compared to the corresponding period in,positive
the beers differ slightly from mainstream beers,neutral
financial details were n t disclosed,neutral
separately yit corporation and austrian firm e ag last week signed an agreement on the sale of e s building system service business in germany austria poland the czech republic hungary and romania for eur mln,positive
finnish aluminium products manufacturer nordic aluminium plc omx helsinki noav reported on monday august an operating profit of eur m on net sales of eur m for the period january june,neutral
southfield mich central corporate credit union will again distribute patronage dividends to members by waiving all service fees incurred during the months of july and november to the tune of an estimated million,positive
sales rose pct to mln eur on the back of strong volume and favourable currency effects,positive
choose from a giant countdown with red head or rainbow trout or the giant shad rap in perch color,neutral
russian export duties will activate harvesting in finland and sales in russia will increase also,positive
on preliminary estimate the hotel will operate under the brand novotel,neutral
credit november finnish glass technology company glaston oyj abp hel glav said today it concluded a eurm revolving credit facility agreement with its core banks,positive
end of day scan bullish ma crossovers bbva pds ntls ngl sbrcy fgl mtnoy ttt www dailystockplays com,positive
tvo s two unit mw olkiluoto plant generated twh with an operating ratio across both reactors of which the company described as high by international standards,neutral
turun kaupunkin finland based company has awarded contract to lemminkainen talotekniikka oy for electrical installation work,positive
gild now support ibb bib https t co gioofzbkv,positive
he wore a black beanie type cap and a black jacket,neutral
basware corporation stock exchange release august at basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity services to an international industrial group,positive
deliveries will start in the second half of and the start up of the mill is scheduled for,neutral
mn and pretax profit to eur mn from eur mn in the third quarter of,positive
tikkurila inspires you to color your life,neutral
isrg trading at all time high after strong earnings report with days of short interest,positive
tesco shares jump after christmas sales beat expectations,positive
the potential acquirer is cencorp corporation which is a related entity to sav owing to each of sav and cencorp being a subsidiary of the finnish savcor group oy,neutral
net loss in the same period in was euro million,neutral
also cba is to issue a benchmark year fixed rate deal in euros,neutral
aspo s group structure and business operations are developed persistently without any predefined schedules,neutral
she will to buy bg group in billion takeover,positive
bbry hearing rumours of a major joint venture announcement,positive
philips was not available to comment on the report,neutral
sony ericsson and nokia dominated the list of best selling handsets with five models each,positive
this is a repeat order to follow successfully installed elevators in the same delhi metro system kone spokeswoman told thomson financial news,positive
operating profit of kauppalehti group rose to eur mn from eur mn and that of marketplaces to eur mn from eur mn in the third quarter of,positive
the works will include the laying of natural stone pavements and the installation of underground heating and surface water drainage systems,neutral
profit after taxes was eur mn compared to eur mn the previous year,positive
currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to rapala s factory in shenzhen china,neutral
helsinki afx shares closed higher led by nokia after it announced plans to team up with sanyo to manufacture g handsets and by nokian tyres after its fourth quarter earnings report beat analysts expectations dealers said,positive
finnish navigation device manufacturer benefon that is changing its name to geosentric reports net sales of about eur mn in the second quarter of,neutral
a le coq had a market share of percent and rival beverage group saku percent,neutral
particular attention is being paid to energy efficiency in the construction of the building as it is designed to meet the requirements of energy class b and leed certification will be applied for,neutral
today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from fiskars,neutral
tallink claims the watertight doors of both vana tallinn and regina baltica including their electrical systems are fully in working order,positive
this resulted in improved sales figures in sweden,positive
the arrangements do not apply to the group s units outside finland,neutral
rbi surprises street sensex pares gains after hitting mount k,negative
adp news sep finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd million eur m order to deliver its stonegate network security products to an unnamed russian te,positive
tieto s service is also used to send process and receive materials related to absentee voting,neutral
whitbread profit up as sales continue to rise looking for new ceo,positive
aspocomp has repaid its interest bearing liability to standard chartered bank and will use the rest of the consideration to partially repay its interest bearing liabilities in finland and to improve its liquidity,positive
fastenal misses by misses on revenue fast nyse https t co jhqpwmn,negative
the commission found evidence of several meetings to discuss the cartel including one in a brussels restaurant in november at which the companies discussed price increases,neutral
this corrensponds to percent of okmetic s share capital and voting rights,neutral
tim cockroft brings with him an excellent track record having more than years experience moreover tim has successfully developed the capital markets operations at kaupthing singer friedlander involving corporate finance and broking with a focus on mid market companies,positive
november finnish paints and coatings company tikkurila oyj hel tikv said today that finnish state owned investment company solidium oy sold its stake in the company for a total of eurm,neutral
runway visual range is a calculated assessment of the distance that a pilot can see down a runway,neutral
abn amro capital has agreed to sell its helsinki based designer homeware producer iittala oyj to crosstown consumer products group fiskars corp for eur million to eur million million to million,neutral
feed companies suomen rehu and raisio do no import gmo feed,neutral
tecnomen s solution can be used for prepaid and post paid billing for charging and rating of voice and video calls data traffic and any kind of content services in both mobile and fixed networks,neutral
performance is based on values and sustainability,neutral
gevo plunging back to,negative
the company s net profit rose on the year to million euros in on sales of million euros up on the year the company said earlier,positive
earnings per share eps amounted to eur,neutral
ingenious hsbc ubs and coutts sued by tax avoidance clients,negative
a purchase agreement for tons of gasoline with delivery at the hamina terminal finland was signed with neste oil oyj at the average platts index for this september plus eight us dollars per month,positive
short on atvi from,negative
pkt momentum building for breakout trigger long setup http stks co exvu,positive
the platform would continue to be the development framework for symbian and meego,neutral
may finnish company lemminkainen oyj hel lems said today that it will construct an office building at toolonlahti in downtown helsinki without disclosing financial details,neutral
the final price will be specified by may the acquiring company said,neutral
nordea pankki suomi oyj according to previously announced has made forward contracts on alma media corporation shares,neutral
they both will report to oriola kd s chief executive officer eero hautaniemi,neutral
by cutting the number of plants the group will trim fixed costs,positive
sina even though the report is untrue and has been proven unture the damage is done no one wants to touch it now,negative
merkel s government said to support deutsche boerse lse merger,positive
companiestesco off to a bad start over xmas a kantar,negative
capacity of the facility made by finland s vaahto group is tons of light coated paper,neutral
steek which was set up in is based in bordeaux southwestern france,neutral
president and ceo mika vehvil ninen says the positive signs are first and foremost emerging outside finland,positive
finnish construction group lemmink ninen has been awarded two road building contracts by the lithuanian transport administration,positive
according to eijkens a publisher can do much more than just publish colourful books a publisher can provide value added to information by individualising it,neutral
finnish silicon wafer technology company okmetic oyj omx helsinki okmv said on wednesday september that it will invest eurm in its sensor wafer business during,neutral
rad i would consider this opportunity to add my position because the company is on the right track they are still improving sales,positive
work on the assignment has already started and is due for completion in spring,neutral
progress group qpr s representative in saudi arabia and north africa has signed a framework agreement for a long term strategic relationship with ise,positive
financial terms were not disclosed,neutral
the company may at any time have in its possession one tenth of all its shares at the maximum,neutral
the value of the orders is about eur mn,neutral
recap msft rumor this morning had them spinning off xbox unit stock grinds up all day to close on highs,positive
according to finnish metso minerals the value of the company s orders has gone up to eur bn in months,positive
breakingviews iag can pay more for aer lingus,positive
the pine oil project is related to the upgrade of the chemical recovery plant of upm at its pulp mill in kymi southern finland,neutral
standard chartered shifts emerging markets strategy after losses,negative
ab inbev to sell sabmiller stake in china s snow beer,neutral
the marubeni group focuses on creating value chain from upstream to downstream encompassing a wide variety of business fields including oil gas metals mineral resources foods pulp paper and chemicals among others,neutral
based upon its unique fiber expertise and innovative approach the company has a strong market position in several business areas in which it operates,positive
the personnel s expertise and high level of technology play a major role in exel composites operations,neutral
metsa botnia will sell of its stake in the uruguayan companies and metsaliitto,neutral
aviva weighs cash handout after beating profit forecast,positive
tesla to recall model x suvs over seat issue https t co odpranxq tsla https t co xvnbliwpy https t co thfvwtnrps,negative
bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse,neutral
okmetic has a global customer base and sales network production plants in finland and the us and contract manufacturers in japan and china,neutral
public services will also be available,neutral
finnish and swedish construction markets are still experiencing an estimated annual growth in,positive
stock exchange release sanoma has published its annual report and financial statements for and its first corporate responsibility report,neutral
the company targets sales of ls mn ls mn and a profit of ls ls in,neutral
after the takeover cramo will become the second largest rental services provider in the latvian market,positive
ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions,neutral
it projected revenue of billion to billion slightly higher than analyst estimates of billion,positive
the brokerage said has seen a true turning point in european steel base prices with better pricing seen carrying through the second quarter of,positive
jd down in after hour market anyone care to explain why,negative
operating profit totalled eur mn up from eur mn year on year,positive
brief aviva aims to increase dividend pay out ratio to pct in,positive
expe working on the second leg of its reversal run as it breaks another down trend and continues higher https t co dsjysyr,positive
geosentric is acquiring extra financing by issuing a maximum of new shares and a convertible bond with subscription rights for shares which have been fully subscribed,neutral
adbe technical alerts expansion breakout gilligan s island sell setup volume surge and new https t co lxxtknfh,positive
iwm same conditions that sent markets to tumble all hitting this week,negative
aapl near a drop that is a lot now the best i can do is hold er lol,negative
operating profit improved by to eur mn from eur mn in,positive
on december grimaldi acquired million shares and a percent stake in finnlines,neutral
shire proposes bln all share tie up with baxalta,positive
last july the group said it intended to relocate warehouse and office space in loudeac and saint marcel to morvillars in the east of france where it already operates a hook manufacturing and distribution unit,neutral
pohjola and cooperative banks have continued to combine their branch office network,neutral
prothious engineering www prothious com employs more than and has a large portfolio of projects and an annual detailing capacity of more than tonnes,neutral
the subscription period of amer sports warrant scheme will end on december,neutral
this transaction will also rationalize our pulp and paper industry related solutions,positive
schwalm at outotec com eila paatela vice president corporate communications tel mobile e mail eila,neutral
i am looking forward to contribute to srv s success with my competence says taneli hassinen,positive
astrazeneca s medimmune inks licensing deal with omnis pharmaceuticals,positive
order intake grew by year on year and year on year respectively to eur million and eur billion for the respective january september and july september periods,positive
currently of trainers house s revenues are attributed to the finnish market,neutral
the oxyview pulse oximeter is a common device to check patient blood oxygen saturation level and pulse rate,neutral
the russian gas giant invested another million litas in the company in late and now owns percent of its stock capital which amounts to million litas,neutral
the company will use the money for product development and research activities through in its key markets finland germany italy and france,neutral
through its partnership with finnish paulig s danish subsidiary oscar puljonki acquired a sales organization in the european market,neutral
finnish oko bank has signed a cooperation agreement with raiffeisen concerning finnish companies investments in russia,positive
finnish bank alandsbanken said monday it will buy the swedish operations of iceland s troubled kaupthing bank for million kronor million in cash,neutral
exports grew percent to million liters,positive
digia said its consolidated net sales for january june were eur m up on the same period in eur m,positive
the company employing reported net sales of mln euro mln for,neutral
trlpc crh backs lafarge holcim asset buy with bln euro bridge loan,positive
gs sees profits rise but uk contract problems remain,positive
the office space will rise above the remodeled cannon street underground station,neutral
according to the original merger plan scanfil would get a stake in the combined business,neutral
in kone received an order from aker yards to supply customised elevators for the very first genesis cruise ship which is scheduled to be completed in,positive
the service also enables users to watch e mails in html format en is enhanced with addition languages to choose from,neutral
previously grimaldi held a pct stake in the finnish company following the takeover bid launched in november,neutral
update auto trader shares leap in uk s biggest private equity backed listing,positive
so far as is known he did not sell shares that he owns personally,neutral
a corresponding increase of euros in ahlstrom s share capital has been entered in the trade register today,neutral
following its strategy tikkurila has established a fully owned sales company too tikkurila in almaty kazakhstan for marketing decorative paints under the finnish tikkurila brand and the russian teks brand,neutral
related links flexiblebaseloadoperation thewartsilagenerating set gasconversions this is the shorter of two versions of this press release,neutral
the inventors are bylander johan ponten fredrik and lundberg jorgen,neutral
the inventors are mukkavilli krishna kiran sabharwal ashutosh and aazhang behnaam,neutral
in the third quarter net sales increased by year on year to eur m or by at comparable currency rates growth,positive
the network test business is part of elektrobit s test and automation business segment and employs people in finland and people abroad mainly in the us and asia,neutral
the fair value of the investment properties totaled eur mn up from eur mn in,positive
diluted eps rose to eur from eur,positive
long vvus shares as a call option w an expiration of umm today hitting hod here,positive
there will be return flights from stuttgart every morning as well as evening departures on thursdays fridays and sundays,neutral
raute corporation has received orders worth over eur million from ooo ilim bratsk dok in russia,positive
we ve been feeling quite positive about the region as a whole,positive
under the terms of the agreement bunge will acquire raisio s keiju makuisa and pyszny duet brands and manufacturing plants in finland and poland,neutral
companiesab inbev signals it will not go hostile for sabmiller,positive
the iso certification demonstrates that we are moving forward in our quality commitments to our customers,positive
the decision will have to be made whether the group agrees to the import of estonian meat and meat products to finland the paper added,neutral
salcomp manufacturing oy will pay eur million in cash to salcomp in connection with the implementation of the sale and transfer of the business,neutral
alexandria va december united states patent no issued on december was assigned to outotec oyj espoo finland,neutral
the newly completed allure of the seas and its identical sister ship oasis of the seas which was completed last year are the world s largest cruise ships,neutral
after april cencorp will not have any own employees in the territory,neutral
based in helsinki finland ramirent has branches in nordic central and eastern european countries,neutral
s business sectors are building construction infrastructure construction and technical building services,neutral
www countryelements co uk designed by patricia burt this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes,neutral
infection worries prompt regulatory reviews of gilead leukaemia drug gild https t co hvqxpzg via yahoofinance,negative
significance teleste has emphasised that with its large size and growing economy as well as the rapid development of its tv services distribution industry poland is viewed as an attractive market,positive
technopolis plans to develop in stages an area of no less than square meters in order to host companies working in computer technologies and telecommunications the statement said,neutral
in finland export industry forms a large clientele for the packaging industry,neutral
adp news oct finnish food company raisio oyj omx raivv said today that its net profit jumped to eur million usd m for the first nine months of from eur million for the same period of,positive
you will hear the latest insights and updates on citycon s strategy as well as the latest news from all the business units,neutral
xlf http stks co kj bounced off target buy area bought skf as a hedge watch ma s slope,negative
bhp billiton posts big loss slashes dividend,negative
they will be sunk to a depth of some metres and fixed to the bottom mud by vacuum,neutral
sponda will record a profit from the sale of mln euro mln,positive
berling capital umo capital and veikko laine are the biggest shareholders in amanda capital,neutral
trx http stks co kkk long setup macd cross,positive
according to ultrascan with a software acquired from crackers it has managed to change the mobile phone in a way that the phone was able to get hold of a one time password sent by a bank via a text message,neutral
in the beginning of the negotiations the estimated number of reductions was at the maximum,neutral
the group s business is balanced by its broad portfolio of sports and presence in all major markets,positive
elcoteq s global service offering covers the entire lifecycle of products from product development to after market services,neutral
pcln back to back intraday reversals look out below shorts moving in,negative
outotec s scope of delivery covers the engineering supply of special equipment and services for a calcination plant with two circulating fluid bed calciners,neutral
solidium now holds per cent of the shares solidium oy has acquired per cent of the shares in tieto corporation for approximately eur million,neutral
raute is listed on the nordic exchange in helsinki,neutral
spy still wants higher i think,positive
poyry has a good track record of major transportation projects in latin america,positive
these measures are expected to produce annual cost savings of eur million starting in,positive
the annual general meeting approved that the yearly remuneration for the members of the board of directors shall remain at eur for the chairman of the board eur for the deputy chairman of the board and eur for other members of the board,neutral
sanoma magazines finland s net sales grew to eur mn from eur mn,positive
ruukki s order book at the end of was up year on year and up quarter on quarter,positive
kior my god market getting crushed today got to hold if anything g should recover some tomorrow i imagine,negative
at the end of march the group s order book was at eur mn up from the corresponding period in,positive
metsaliitto said that it will book a minor gain of less than eur m from the transaction,positive
known as post bank the concept would see fidelity bank rolling out offices in ghana post premises to provide financial services to the people,positive
uk s ftse has worst day so far in as bg and prudential fall,negative
lse deutsche barse dealmakers wrong to ignore brexit risk,negative
aker yards finland will begin using chinese subcontractors at its finnish shipyards,neutral
it is part of the development of the world class magnetite deposit at karara which has the known potential for over million metric tons of annual processing of magnetite over its estimated year life,neutral
glencore slumps pct as debt fears grow,negative
standard chartered not raising capital yet as dividend cut,negative
sonc amazing run since middle of march obvious that the quality tastiness of their burgers is not being factored into this price advance,positive
update engineering firm smiths group confirms ceo appointment,neutral
karppinen expects the consolidation trend to continue in the finnish market,neutral
aapl aapl gundlach slams ipad mini sees downside to http stks co bdqv,negative
astrazeneca shares climb as drug maker ups profits forecasts,positive
operating profit rose by to eur million,positive
the eps improved to eur from eur,positive
insight hires aviva s david hillier for multi asset team,positive
the center will be built in the kapuli district of mantsala beside the hanko mantsala porvoo road near the new direct rail link between lahti and jarvenpaa,neutral
it grew in finland norway denmark and the baltic countries,neutral
today i bought more mu yhoo vale nbl twtr axp znga https t co vttzpis,positive
proline plus is available in both adjustable single and multichannel models and fixed volume single channel models in volume ranges from micro litres to ml,neutral
the final outcome of the rights offering is to be reported around october,neutral
vaisala s board of directors will propose a dividend of euro per share at the company s annual general meeting,neutral
body the credit falls due february,neutral
i am liking the price action in swks currently my target before year end,positive
the report also said nokia s operations comprising the sites at bochum ulm dusseldorf munich and frankfurt posted operating profit after interest of mln eur,neutral
copper market may get a style supply shock from glencore closures,negative
according to the company s updated strategy for the years basware targets a long term net sales growth in the range of with an operating profit margin of of net sales,positive
scanfil holdings include of contract electronics manufacturer scanfil ems group,neutral
dubai nokia has announced the launch of comes with music its ground breaking service which introduces a new way for people to enjoy music,positive
finnish metal components supplier componenta on december applied for approval with the turkish capital markets board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer doktas dokumculuk,neutral
cost savings will then rise to some mln eur a year from oko said,positive
biohit and vwr have been in close cooperation for a number of years in the us where biohit is one of vwr s focus suppliers,positive
finnlines said that the deal is part of its strategy to focus on its core businesses,neutral
the order comprises all production lines for a plywood mill company said in a statement received by lesprom network,neutral
spy long position,positive
the total value of these two contracts is over eur million,neutral
adp news oct finnish consulting and engineering company poyry oyj omx poyv said today it was awarded a eur million usd m extension to their existing consultancy engineering contract with venezuel,positive
no service pricing details were disclosed,neutral
tsla recalls model x vehicles shares volatile https t co tckqznmiqx tsla tech stockmarket https t co femhjtamqj,negative
equipment will be manufactured in vaahto s workshop in hollola finland and is scheduled for shipments during the first quarter of,neutral
fb still a dog going much lower this week,negative
the expanded plant is scheduled to be operational by the middle of october,neutral
in july september yit s net sales increased to eur mn compared to eur mn in the corresponding period in,positive
the aforementioned shareholders have informed that they will propose to the annual general meeting that the number of members of the board of directors shall be five and that besides the present members of the board of directors also mr lassi noponen shall be elected to the board of directors,neutral
tsla recalls model x cars stock dropping hard,negative
in finland insurance company pohjola and the finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists traffic safety,positive
tikkurila a division of kemira group controls about of the russian market in its field and owns st petersburg paint producer tex,neutral
the department store division reported an increase in sales of per cent,positive
in the baltic countries atria s target is organic growth,neutral
operating profit rose to eur mn from eur in the corresponding period in,positive
the group s revenue in amounted to eur million and the company currently employs approximately people,neutral
the board of directors also proposed that a dividend of eur per outstanding share be paid,neutral
ea points to the two facebook games and accuses znga of copyright infringement http stks co ga,negative
in the second quarter of the group s net profit rose to eur m from eur m in april june,positive
otherwise the situation is under control,neutral
juniper tumbles on q warning cisco also lower jnpr csco https t co bgvintkh,negative
in beers olvi retained its market position,neutral
according to latest information benefon will launch its twig device on september,neutral
exports accounted for of net sales representing an all time record for the company,positive
according to nordic financial group nordea s analyst sami sarkamies this makes nokia s portfolio competitive again,positive
finnish steel maker rautaruukki oyj ruukki said on july that it won a mln euro mln contract to supply and install steel superstructures for partihallsforbindelsen bridge project in gothenburg western sweden,positive
both operating profit and turnover for the six month period increased respectively from eur m and eur m as compared to the corresponding period in,positive
doubts grow over glaxosmithkline s bln capital return plan,negative
altogether subjects with mildly elevated cholesterol levels participated in the four month long intervention,neutral
shares can still be subscribed for with series e share options max,neutral
comptel corporation sami ervio president and ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers to deliver services flexibly and charge them effectively,neutral
operating profit for the nine month period increased from eur m and net sales increased from eur m as compared to the corresponding period in,positive
absolut bank is exploring the possibility of further borrowing,neutral
nke gapping up to all time highs http stks co qjau tradeideas http stks co rjc,positive
the value of the order is around eur million,neutral
elisa said mobile subscriptions grew percent during mainly because of customers adopting so called third generation mobile technology,positive
berkshire hathaway names kara raiguel to lead general re unit,neutral
srv will raise its holding in the company so that by the summer of it will have a majority,positive
olvi which controls a percent stake in ragutis through a le coq said in its annual report published earlier this year that the lithuanian brewery s sales reached million euros last year a rise of percent from million euros in,positive
kesko offers hilton to open a hotel on kalinisky prospect in a square metres building because of these difficulties,neutral
the new b shares carry the right to dividend and other shareholder rights with effect from today,neutral
also the traditional grapevine carries a lot of weight,neutral
the company has a continuous need for alloys such as nickel ferro chrome molybdenum and manganese in its production said talvivaara,neutral
rautakesko s business operations in norway and russia acquired in july are included in the figures of the comparable period impacting sales growth starting from august,neutral
the fair value of the property portfolio doubled as a result of the kapiteeli acquisition and totalled eur million,positive
the company says the measures are no longer needed,neutral
bm middle layer headbox will be equipped with a dilution control system,neutral
cencorp estimates that its net sales in the last quarter will be as earlier stated eur m to eur m and operating profit ebit is estimated to be positive,positive
fti breakout today after reporting earnings last night,positive
in the fourth quarter of atria s net loss shrank to eur million from eur million and net sales contracted to eur million from eur million,positive
however simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than countries orion added,positive
relief for lewis as tesco sees sales grow for first time in a year,positive
tspt long,positive
honkarakenne oyj a world leading manufacturer of genuine wooden homes will be sponsoring finnish crosscountry skier virpi kuitunen for the next three years,neutral
the company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of,positive
eur million of the transaction consideration was paid in the form of four year interest bearing vendor notes,neutral
fb big money is pouring into facebook from all directions http stks co sowg,positive
scania morgan stanley lifted the share target on swedish heavy duty truck and bus maker scania ab to crowns euro from crowns euro,positive
in teliasonera net sales were sek bn ebitda was sek bn net income was sek bn,neutral
uponor made an operating profit of eur mn up from eur mn which made a record year,positive
tekla structures is all about you and your team and compatible with the windows operating system,neutral
country finland sector construction real estate target pohjolan design talo oy buyer capman oyj vendor ruukki group oyj deal size in usd m type divestment status agreed,neutral
finnish suominen corporation that makes wipes nonwovens and flexible packaging has a plant near warsaw in poland that makes flexible packaging,neutral
nokia oyj s production site at bochum germany posted profit before interest of mln eur for capital reported in an excerpt of an article to be released tomorrow citing internal documents,neutral
the divested activities had net sales of eur million in and an operating profit of eur million,neutral
wynn big bounce,positive
the polish business employs about people and it had net sales of about eur mn in,neutral
royal mail johnson matthey lead ftse lower,negative
morrisons faces festive sales test,negative
dirk jones head of financial institutions client sales management gts citigroup inc said citi is extremely pleased to be providing global custody services to pohjola group bank,positive
fda approves nps drug in move validating shire takeover deal,positive
october finnish metal products company componenta oyj hel cthv said yesterday that its net loss narrowed to eurm for the first nine months of from eur m for the same period of,positive
department store sales improved by to eur mn,positive
the executive said that countries such as brazil chile argentina and mexico will lead the adoption in the business ethernet services segment while brazil and mexico will be the early adopters of carrier ethernet for mobile backhaul,neutral
marketing will use tikkurila s existing infra structure and local knowledge in russia,neutral
twtr the best scenario going forward is this stock slowly falling everyday which is quite probable,negative
baird likes tsla upgrades to outperform lifts price target to research firm also sees no capital raise necessary in next few qtrs,positive
global sports equipment maker amer sports corp whose brands include atomic salomon and wilson saw a percent increase in third quarter net profit to euro million million on strong sales and cost cuts,positive
fb watching for bounce tomorrow,positive
in addition the company is considering the start of production in russia,neutral
netcom expects to complete turbo g deployment in these areas this year,neutral
j nrvi suomen portti is also planning to reduce the use of sodium nitrite,neutral
the company will publish its financial statement for on february,neutral
the share sale to foreign and finnish investors is expected to raise some euro million us million,neutral
spy http stks co mir we are holding above wednesday and thursday closes i am leaning bullish small postions waiting,positive
the handset also features a media bar for quick access to favorite media and applications including music photos youtube or ovi share,neutral
finnish honkarakenne that specialises in the building of log houses is planning to use pine from russian karelia,neutral
among the biggest christmas sellers were a satin bow shift dress styled on outfits worn by victoria beckham and a paris hilton prom dress,neutral
below are unaudited consolidated results for aspocomp group under ifrs reporting standards,neutral
rad all my charts are flashing oversold,neutral
fb gettin in the buy zone soon,positive
the order was valued at over eurm,neutral
windows is awful why did it force an upgrade on my pc without my consent windows microsoft msft,negative
finnish forest machinery and equipment maker ponsse oyj said on october it will deliver a total of cut to length method forest machines and harvester heads to brazilian paper maker bahia pulp and to unnamed uruguayan wood harvesting contractors,positive
finnish software company qpr software plc omx helsinki qprv reported on thursday october an operating profit of eur on net sales of eur m for the third quarter,neutral
both operating profit and net sales for the nine month period increased respectively by and as compared to the corresponding period in,positive
an international conference call and audio webcast concerning the financial result january march will begin at eet,neutral
zsl looking very weak could be a good short setup,negative
the rme from telcontar enables the handset to calculate the best route and includes support for user defined routes feature navigability and multi modal routing such as via foot and ferry,neutral
calls to the switchboard and directory services have decreased significantly since our employees now have up to date contact information from all their colleagues and customers on their phone and can place the call directly,neutral
ap caterpillar posts percent jump in q profit on steep global sales increase tops wall st view cat,positive
insurance policies should be simple,neutral
nokia and capcom announced that resident evil degeneration will be released on n gage later this year,neutral
spy weak close,negative
compass group says positive for year ahead,positive
upm kymmene said its has not indicated any interest in any domestic consolidations,neutral
it also turned in earnings per share eps of eur versus loss per share of eur,positive
janno reiljan a member of the eesti energia supervisory board said the owners of narva power grid had informed eesti energia about their wish to sell,neutral
the antibody administered at repeated doses of up to mg kg was generally well tolerated and the pharmacokinetic characteristics of btt in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis ra patients,neutral
according to honka japan s managing director marko saarelainen honkarakenne exports about ready made log houses to japan a year,neutral
below are consolidated unaudited results for amanda capital under ifrs reporting standards,neutral
the result before taxes was a loss of million euros,neutral
bhp billiton drags ftse lower after slashing dividend,negative
alma media holds of this company the remaining shares being owned by the company s key employees,neutral
it is a member of the oneworld alliance which includes american airlines and british airways,neutral
following the acquisition relacom will strengthen its presence in finland serving operators and office market with mobile and fixed networks construction installation and maintenance services,positive
ponsse projects the forest machine markets to improve more than expected in from the previous year,positive
ahlstrom corporation anne pirila director financial communications distribution helsinki stock exchange main media ahlstrom in brief ahlstrom is a leader in the development manufacture and marketing of high performance fiber based materials,neutral
february finnish textile and clothing company marimekko oyj hel mmov said today its preliminary operating profit grew to eur m in from eur m in,positive
the price of raw material aluminium went up at the end of but the company considers its outlook for favourable,positive
volatility squeeze in aapl i hope it gets resolved to the upside,neutral
ramirent s net sales in the second quarterended june were euro million about you s million a percent increase compared with euro million for thesecond quarter last year,positive
fortum holds pct of the share capital and pct of the voting rights in the company which it now plans to delist from the warsaw stock exchange,neutral
other north rhine westphalia is to issue a benchmark year fixed rate deal in euros,neutral
f secure reported that the first half of has seen a growing number of targeted malware attacks on individuals companies and organizations,neutral
yelp wayyy overvalued right now i am going to should be trading single digits may take a short pos into earnings near term target,negative
as a domestic business best in is already close to finnish dog owners,positive
the donations are granted to aalto university and the universities of helsinki tampere turku eastern finland jyv nskyl n oulu and vaasa and to polytechnics to be announced later,neutral
neste oil extended yesterday s gains and put on pct to eur while utility fortum she would pct to eur,neutral
scottrade why is tsla not available for shorting at this time same for w,negative
